sentence,references
"The performance of PINNs heavily relies on the choice of activation functions, number of layers, and neurons per layer, all of which influence the network's capacity to capture underlying patterns in the data [29]",[29] State-of-the-Art Review of Design of Experiments for Physics-Informed  Deep Learning
"Moreover, the construction of an effective loss function requires careful balancing of various terms, including data fidelity, PDE residuals, and regularization penalties, to avoid issues like overfitting or convergence to trivial solutions [30]",[30] How to Avoid Trivial Solutions in Physics-Informed Neural Networks
"For instance, they have been successfully applied to infer material properties, force distributions, and source terms in mechanical, thermal, and fluid dynamic systems [6]",[6] A Metalearning Approach for Physics-Informed Neural Networks (PINNs)   Application to Parameterized PDEs
"In one notable example, PINNs were employed to estimate seismic responses of steel moment resisting frames under horizontal seismic loading, showcasing their potential for enhancing structural safety assessments [10]",[10] Physics-Informed Machine Learning for Seismic Response Prediction OF  Nonlinear Steel Moment Resisting Frame Structures
"By leveraging the conservation laws derived from traffic flow theory, PINNs offer superior performance compared to traditional purely data-driven approaches, particularly in situations characterized by limited sensor coverage [28]",[28] Physics-Informed Deep Learning for Traffic State Estimation
"Similarly, PINNs have shown promise in predicting atmospheric and oceanic dynamics, contributing to advancements in weather forecasting and climate modeling [31]",[31] Generalizable Neural Physics Solvers by Baldwinian Evolution
"To address some of the challenges associated with PINNs, researchers have explored innovative strategies, such as employing multi-task optimization frameworks to enhance training stability and accelerate convergence rates [32]",[32] Training Physics-Informed Neural Networks via Multi-Task Optimization  for Traffic Density Prediction
"Additionally, meta-learning techniques have been proposed to improve the efficiency of PINNs when dealing with parameterized families of PDEs, allowing for rapid adaptation to new tasks based on prior knowledge gained from related problems [6]",[6] A Metalearning Approach for Physics-Informed Neural Networks (PINNs)   Application to Parameterized PDEs
This approach leverages shared information across tasks to produce more robust and efficient models [5],[5] Physics-Augmented Learning  A New Paradigm Beyond Physics-Informed  Learning
"For instance, in traffic density prediction, optimizing flow rate, velocity distribution, and vehicle trajectories together results in a more comprehensive understanding of traffic dynamics [33]",[33] Testing learning-enabled cyber-physical systems with Large-Language  Models  A Formal Approach
Determining appropriate weights for different objectives dynamically during training can be achieved through advanced techniques like adaptive weighting schemes [34],[34] Physics-Informed Computer Vision  A Review and Perspectives
"Training a single model to capture dependencies between these properties proves advantageous, as they share underlying microscopic structural features [18]",[18] Theory-Guided Machine Learning for Process Simulation of Advanced  Composites
This capability becomes essential when handling high-dimensional parameter spaces common in scientific applications [35],[35] Integrating Machine Learning with Physics-Based Modeling
"Additionally, incorporating prior knowledge about task relationships enhances interpretability and trustworthiness, aligning with explainable AI goals [36]",[36] Explainable Empirical Risk Minimization
Strategies like domain decomposition and ensemble methods may help mitigate these issues [37],[37] Equivariant Transformer is all you need
"However, through transfer learning, PIML models can begin their training process informed by knowledge acquired from solving simpler or analogous problems [1]",[1] Physics-Informed Machine Learning for Modeling and Control of Dynamical  Systems
"Instead of retraining entire neural networks for each new task, which could involve significant processing power and memory usage, transfer learning adapts pre-existing architectures tailored specifically to the nuances of a given application [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"Through leveraging prior knowledge embedded within pretrained models via transfer learning techniques, PIML frameworks become capable of achieving satisfactory results using less data compared to purely data-driven approaches [38]",[38] Efficient Training of Transfer Mapping in Physics-Infused Machine  Learning Models of UAV Acoustic Field
"In seismic response predictions for nonlinear steel moment resisting frame structures, incorporating domain-specific knowledge alongside historical earthquake simulation data helps train robust ML models efficiently [10]",[10] Physics-Informed Machine Learning for Seismic Response Prediction OF  Nonlinear Steel Moment Resisting Frame Structures
"Here, transfer learning facilitates the reuse of previously developed components like velocity estimators or density predictors adapted according to specific road configurations or weather conditions [19], resulting in customized versions of generalized solutions emerging faster and more reliably",[19] A Physics-Informed Deep Learning Paradigm for Traffic State and  Fundamental Diagram Estimation
"MetaPhysiCa proposes a solution framework centered around causal structure discovery combined with invariant risk minimization, aiming to address challenges posed by varying ODE parameters during sequential observations [9]",[9] MetaPhysiCa  OOD Robustness in Physics-informed Machine Learning
Ensuring compatibility between source domains and target tasks remains critical; mismatches may lead to suboptimal outcomes or increased difficulty in adapting pretrained models appropriately [12],[12] On the Limitations of Physics-informed Deep Learning  Illustrations  Using First Order Hyperbolic Conservation Law-based Traffic Flow Models
"In physics-informed learning, GNNs offer the ability to incorporate domain-specific physical laws into their architecture, enhancing model interpretability and performance [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"For instance, in material science, GNNs have been employed to predict material properties based on atomic structures, where atoms and bonds are represented as nodes and edges in a graph [18]",[18] Theory-Guided Machine Learning for Process Simulation of Advanced  Composites
"GNNs excel at identifying patterns within these graphs, contributing significantly to tasks like event classification and track reconstruction [1]",[1] Physics-Informed Machine Learning for Modeling and Control of Dynamical  Systems
"This approach facilitates accurate predictions of mechanical, thermal, and electronic properties across diverse materials [18]",[18] Theory-Guided Machine Learning for Process Simulation of Advanced  Composites
Their capacity to generalize across unseen molecular architectures enhances drug design pipelines and aids in elucidating biological mechanisms [3],[3] Scalable algorithms for physics-informed neural and graph networks
"To mitigate this issue, researchers have explored approximate techniques, such as sparsification strategies and hierarchical clustering, which reduce computational overhead without sacrificing accuracy [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"While some progress has been made through hybrid models integrating GNNs with other architectures, fully harnessing the potential of GNNs under such conditions remains an open problem [39]",[39] Unsupervised physics-informed disentanglement of multimodal data for  high-throughput scientific discovery
"By leveraging probability distributions over parameters rather than fixed values, Bayesian models offer not only point estimates but also confidence intervals, enhancing the reliability of results [40]",[40] Kolmogorov n-Widths for Multitask Physics-Informed Machine Learning  (PIML) Methods  Towards Robust Metrics
"In this approach, instead of optimizing a single set of weights, a posterior distribution over weights is obtained through Markov Chain Monte Carlo (MCMC) sampling or variational inference techniques [20]",[20] h-analysis and data-parallel physics-informed neural networks
"Similarly, Bayesian Graph Neural Networks (GNNs) integrate graph structures with Bayesian principles, offering another promising avenue for handling complex systems characterized by non-linear interactions among components [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"In scenarios involving parameterized PDEs or evolving systems, such flexibility ensures that learned representations remain relevant across different operating regimes without requiring complete retraining [9]",[9] MetaPhysiCa  OOD Robustness in Physics-informed Machine Learning
"Furthermore, selecting appropriate priors poses difficulties, as incorrect assumptions could bias results disproportionately [27]",[27] Learning Physical Models that Can Respect Conservation Laws
"They strike an optimal balance between fidelity to observed phenomena and acknowledgment of residual ambiguities, ensuring credible assessments in uncertain contexts [41]",[41] Space and Time Continuous Physics Simulation From Partial Observations
"For example, in the context of solving parameterized PDEs, metalearning allows the model to leverage solutions for low-frequency problems as a starting point for high-frequency problems [42]",[42] Physics-Informed Neural Networks for High-Frequency and Multi-Scale  Problems using Transfer Learning
"In one application involving composites autoclave processing, it was shown that SMT learning could enhance the adaptability of PINNs while reducing computational costs by a factor of 100 [43]",[43] A Sequential Meta-Transfer (SMT) Learning to Combat Complexities of  Physics-Informed Neural Networks  Application to Composites Autoclave  Processing
Another significant contribution comes from the integration of Bayesian optimization methods with stochastic PINNs (sPINNs) for solving forward and inverse problems governed by nonlinear advection-diffusion-reaction (ADR) equations [44],[44] Learning and Meta-Learning of Stochastic Advection-Diffusion-Reaction  Systems from Sparse Measurements
"For instance, PirateNets—a novel architecture introduced for deep PINN models—utilizes adaptive residual connections to allow networks to initialize as shallow structures before progressively deepening during training [45]",[45] PirateNets  Physics-informed Deep Learning with Residual Adaptive  Networks
The MultiAdam optimizer exemplifies this capability by introducing a scale-invariant mechanism that balances loss terms associated with different scales [46],[46] MultiAdam  Parameter-wise Scale-invariant Optimizer for Multiscale  Training of Physics-informed Neural Networks
"SVD-PINNs utilize singular value decomposition to retain singular vectors while optimizing singular values, allowing for effective transfer learning between closely related PDEs [47]",[47] SVD-PINNs  Transfer Learning of Physics-Informed Neural Networks via  Singular Value Decomposition
"Attention-based neural networks, such as those employed in PIANNs (Physics-Informed Attention-Based Neural Networks), enable models to focus selectively on relevant parts of input data when approximating solutions to non-linear PDEs [48]",[48] Physics-informed attention-based neural network for solving non-linear  partial differential equations
Extended Physics-Informed Neural Networks (XPINNs) [49] exemplify a leading methodology that leverages these techniques to enhance computational efficiency and scalability,[49] Many-Objective Multi-Solution Transport
"For instance, in coupled PDE systems describing fluid flow through porous media and heat transfer, domain decomposition allows fine-grid modeling of high-conductivity regions while coarser grids suffice for low-conductivity zones [50]",[50] Heterogeneous Multi-task Learning with Expert Diversity
"Adaptive mesh refinement strategies dynamically adjust subdomain resolutions based on local error estimates [51], optimizing resource allocation without sacrificing accuracy",[51] Self-Supervised Generalisation with Meta Auxiliary Learning
"Techniques like ghost cells—additional layers surrounding each subdomain containing extrapolated values from neighboring regions—or conservative schemes preserving fluxes across interfaces [52] reduce latency associated with frequent data exchanges, enhancing overall performance",[52] Multi-Task Metric Learning on Network Data
This modular design simplifies implementation and enables independent tuning of hyperparameters for each subproblem [53],[53] AdaMerging  Adaptive Model Merging for Multi-Task Learning
Combining domain decomposition with transfer learning reduces data requirements while maintaining predictive power [54],[54] Transfer Learning with Neural AutoML
Developing automated tools capable of intelligently partitioning arbitrary geometries would lower barriers for practitioners adopting these techniques [55],"[55] InterroGate  Learning to Share, Specialize, and Prune Representations  for Multi-task Learning"
"Adaptive activation functions mitigate these issues by introducing learnable parameters into the activation process, granting the model greater flexibility to shape its responses according to the underlying physics of the problem [56]",[56] Revisit Parameter-Efficient Transfer Learning  A Two-Stage Paradigm
"Some approaches parameterize the activation function as a linear combination of basis functions, where coefficients are learned during training, providing increased expressivity without excessive computational cost [57]",[57] An Exploration of Data Efficiency in Intra-Dataset Task Transfer for  Dialog Understanding
"For example, while PINNs are effective at embedding physical laws into neural network architectures [58], GNNs excel at handling unstructured data and modeling intricate interactions between entities [59]","[58] Physics-Guided, Physics-Informed, and Physics-Encoded Neural Networks in  Scientific Computing;[59] Graph neural networks for materials science and chemistry"
"These models capture crucial three-dimensional geometric information, leading to more accurate predictions of material properties such as Henry’s constant and ion conductivity in solid-state crystal materials [60]",[60] Predicting Material Properties Using a 3D Graph Neural Network with  Invariant Local Descriptors
"Particle physics simulations benefit from hybrid models as well, where graph-based methods augmented with equivariant structures align with underlying symmetries in physical systems [61]",[61] Equivariance Is Not All You Need  Characterizing the Utility of  Equivariant Graph Neural Networks for Particle Physics Tasks
Subequivariant Graph Neural Networks further enhance generalization and data efficiency by relaxing strict equivariance constraints to account for external fields like gravity [62],[62] Learning Physical Dynamics with Subequivariant Graph Neural Networks
"When integrated with PIML frameworks, Bayesian methods provide additional insights into prediction reliability [63]",[63] Uncertainty Estimation for Molecules  Desiderata and Methods
"Gaussian processes extended via localized neural kernels, for instance, improve out-of-distribution detection during molecular dynamics simulations [63]",[63] Uncertainty Estimation for Molecules  Desiderata and Methods
Transformers adapted for implicit edge representation offer another dimension to hybrid models [64],[64] Transformer with Implicit Edges for Particle-based Physics Simulation
Evolutionary algorithms coupled with reinforcement learning strategies form part of hybrid models designed for meta-learning tasks in PIML contexts [31],[31] Generalizable Neural Physics Solvers by Baldwinian Evolution
Demonstrated results show orders-of-magnitude improvement in prediction accuracy compared to conventional techniques [31],[31] Generalizable Neural Physics Solvers by Baldwinian Evolution
Hybrid models incorporating active learning workflows alongside integrable deep neural networks showcase potential in bridging scales between microscopic phenomena governed by quantum mechanics and macroscopic behaviors described through continuum mechanics [65],[65] Scale bridging materials physics  Active learning workflows and  integrable deep neural networks for free energy function representations in  alloys
Efforts toward building deeper yet computationally efficient GNNs highlight the importance of architectural innovations within hybrid models [66],[66] Scalable deeper graph neural networks for high-performance materials  property prediction
"At its core, PIML enforces physical consistency while leveraging data-driven techniques, ensuring that solutions align with known laws and constraints [1]",[1] Physics-Informed Machine Learning for Modeling and Control of Dynamical  Systems
This dual enforcement improves generalization capabilities and mitigates overfitting risks [8],[8] A unified sparse optimization framework to learn parsimonious  physics-informed models from data
PIML addresses these challenges by incorporating prior knowledge about system behavior through physics-based constraints [67],[67] On the Integration of Physics-Based Machine Learning with Hierarchical  Bayesian Modeling Techniques
"For instance, in traffic state estimation, PIML models have outperformed purely data-driven approaches by seamlessly integrating conservation laws governing traffic flow [68]",[68] Physics Informed Deep Learning  Applications in Transportation
"One key application of PIML lies in geophysical inversion, where algorithms combine deep learning techniques with full-waveform inversion (FWI) within a unified objective function framework [7]",[7] Overview of Physics-Informed Machine Learning Inversion of Geophysical  Data
"Additionally, PIML leverages transfer learning-like strategies to adapt pre-trained architectures for specific applications, similar to advancements seen in natural language processing models [38]",[38] Efficient Training of Transfer Mapping in Physics-Infused Machine  Learning Models of UAV Acoustic Field
"As a result, PINNs ensure compliance with physical laws even when trained on sparse or noisy data points [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"Their practical utility spans diverse areas, including modeling fluid flows governed by Navier-Stokes equations and predicting structural responses subjected to dynamic loads [10]",[10] Physics-Informed Machine Learning for Seismic Response Prediction OF  Nonlinear Steel Moment Resisting Frame Structures
"Avoiding trivial solutions during training remains a concern, as improper selection of collocation points may lead to degenerate solutions satisfying penalty terms yet failing to capture true dynamics accurately [30]",[30] How to Avoid Trivial Solutions in Physics-Informed Neural Networks
"Moreover, scalability constitutes another hurdle, with extensions to larger-scale problems necessitating advancements in parallel computing frameworks and algorithmic design [20]",[20] h-analysis and data-parallel physics-informed neural networks
In contexts involving sensitive information—such as medical imaging diagnostics—it becomes crucial to develop frameworks that safeguard privacy while delivering actionable insights [21],[21] A Review of Physics-Informed Machine Learning Methods with Applications  to Condition Monitoring and Anomaly Detection
Future research should focus on addressing current limitations while exploring emerging opportunities presented by technologies like metalearning and adaptive operator learning frameworks [9],[9] MetaPhysiCa  OOD Robustness in Physics-informed Machine Learning
"This methodology combines data-driven approaches with domain-specific knowledge, allowing PINNs to solve complex PDE systems efficiently and accurately [5]",[5] Physics-Augmented Learning  A New Paradigm Beyond Physics-Informed  Learning
"By training on sparse data points and leveraging the underlying physics, PINNs can produce accurate predictions even when data is limited [8]",[8] A unified sparse optimization framework to learn parsimonious  physics-informed models from data
"Their adaptability to various types of PDEs—whether linear or nonlinear, steady-state or transient—further underscores their flexibility [69]",[69] Symmetry Group Equivariant Architectures for Physics
"By formulating the problem as a minimization task constrained by Darcy’s law, PINNs outperform conventional solvers in terms of both speed and precision [11]",[11] A Critical Review of Physics-Informed Machine Learning Applications in  Subsurface Energy Systems
"However, solving inverse problems with PINNs presents unique challenges, including identifiability concerns and the need for regularization mechanisms to stabilize ill-posed formulations [67]",[67] On the Integration of Physics-Based Machine Learning with Hierarchical  Bayesian Modeling Techniques
"Notably, their effectiveness extends beyond interpolation settings, excelling at extrapolation tasks traditionally deemed challenging for purely data-driven models [14]",[14] Interpreting and generalizing deep learning in physics-based problems  with functional linear models
"Achieving optimal performance, however, hinges on factors including choice of network architecture, selection of hyperparameters, and quality of available data [70]",[70] Electronic excited states from physically-constrained machine learning
"By integrating multiple levels of fidelity, these techniques can provide solutions to complex problems such as linear transport equations and the nonlinear Vlasov-Poisson system while maintaining robustness and efficiency [1]",[1] Physics-Informed Machine Learning for Modeling and Control of Dynamical  Systems
"By fusing outputs from these two regimes via suitable weighting schemes, it becomes possible to generate predictions faster than conventional methods without compromising accuracy significantly [40]",[40] Kolmogorov n-Widths for Multitask Physics-Informed Machine Learning  (PIML) Methods  Towards Robust Metrics
Physics-informed neural networks represent an attractive option here since they naturally embed constraints derived from PDEs within their loss functions during optimization [3],[3] Scalable algorithms for physics-informed neural and graph networks
"Using sparse well monitoring records combined with regional-scale hydrological simulations, researchers developed a multi-fidelity framework capable of accurately tracking pollutant concentrations over extended periods despite significant heterogeneities in subsurface properties [11]",[11] A Critical Review of Physics-Informed Machine Learning Applications in  Subsurface Energy Systems
Researchers have explored hierarchical representations wherein preliminary estimates obtained using reduced-order models serve as initial guesses feeding more detailed calculations performed iteratively until convergence criteria meet [5],[5] Physics-Augmented Learning  A New Paradigm Beyond Physics-Informed  Learning
MetaPhysiCa exemplifies how causal discovery combined with invariant risk minimization enables reliable extrapolation far outside original training domains [9],[9] MetaPhysiCa  OOD Robustness in Physics-informed Machine Learning
"Secondly, scaling up operations to handle multidimensional scenarios introduces prohibitive costs unless parallelized implementations exploit modern hardware accelerators adequately [20]",[20] h-analysis and data-parallel physics-informed neural networks
"Future directions include exploring synergies among disparate ML paradigms, such as reinforcement learning enhanced by embedded physical priors [71], or investigating emerging trends around kernel-weighted residuals integrating kernel methods with deep NN architectures [72]",[71] A Survey on Physics Informed Reinforcement Learning  Review and Open  Problems;[72] Neural Networks with Kernel-Weighted Corrective Residuals for Solving  Partial Differential Equations
"Through deep neural networks (DNNs), DiscretizationNet delivers high accuracy while preserving computational efficiency [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"During optimization, the loss function incorporates terms representing residuals of momentum conservation and continuity alongside supervised learning objectives [10]",[10] Physics-Informed Machine Learning for Seismic Response Prediction OF  Nonlinear Steel Moment Resisting Frame Structures
"Importantly, these iterations preserve the differentiability intrinsic to DNN architectures, allowing gradients to flow backward through the entire system for end-to-end training via automatic differentiation [73]",[73] JAX-FLUIDS  A fully-differentiable high-order computational fluid  dynamics solver for compressible two-phase flows
"Handling boundary conditions, a recurring challenge in applying ML to PDEs, is simplified by DiscretizationNet’s use of specialized activation functions designed to represent various real-world boundaries, such as no-slip walls or free-stream conditions [74]",[74] Adaptive operator learning for infinite-dimensional Bayesian inverse  problems
"Additionally, multi-fidelity frameworks can be integrated effortlessly, enabling low-fidelity approximations from coarse grids or simplified physics models to inform higher-fidelity counterparts computed at finer resolutions [49]",[49] Many-Objective Multi-Solution Transport
"Compared to state-of-the-art physics-informed neural networks (PINNs), DiscretizationNet exhibits superior metrics, such as lower relative errors and faster convergence rates under comparable resource allocations [40]",[40] Kolmogorov n-Widths for Multitask Physics-Informed Machine Learning  (PIML) Methods  Towards Robust Metrics
"Trust region methods address these challenges by iteratively defining regions within which approximate solutions can be trusted, thus guiding the optimization process more effectively [1]",[1] Physics-Informed Machine Learning for Modeling and Control of Dynamical  Systems
"This adaptive behavior proves particularly beneficial in PIML applications, where the complexity of the problem necessitates fine-grained control over the optimization process [3]",[3] Scalable algorithms for physics-informed neural and graph networks
"As a result, they ensure that the resulting solutions remain physically consistent while still converging toward optimal parameter configurations [10]",[10] Physics-Informed Machine Learning for Seismic Response Prediction OF  Nonlinear Steel Moment Resisting Frame Structures
