sentence,references
"This is achieved through techniques such as multi-objective optimization, which balances the trade-offs between communication and sensing performance while minimizing energy usage [35]",[35] Energy-Efficient MIMO Integrated Sensing and Communications with On-off  Non-transmission Power
"Additionally, technologies like intelligent reflecting surfaces (IRS) enhance the energy efficiency of ISAC systems by enabling passive beamforming and interference management without requiring additional active components [13]",[13] Intelligent Reflecting Surface assisted Integrated Sensing and  Communication System
"This capability is especially beneficial in scenarios like smart cities or industrial IoT, where continuous monitoring and rapid decision-making are essential [17]",[17] Multi-Point Integrated Sensing and Communication  Fusion Model and  Functionality Selection
"For instance, ISAC can achieve better diversity gains and higher signal-to-noise ratios (SNRs), resulting in enhanced reliability and coverage [23]",[23] Revealing the Impact of Beamforming in ISAC
"Additionally, ISAC systems can exploit mutual information (MI) as a unified metric for evaluating both sensing and communication performances, offering deeper insights into the trade-offs involved in joint operation [7]",[7] Integrated Sensing and Communications  A Mutual Information-Based  Framework
"Through collaborative architectures and advanced signal processing techniques, ISAC systems can seamlessly integrate multiple users, frequency bands, and network layers to enhance overall performance [36]",[36] Distributed Intelligent Integrated Sensing and Communications  The  6G-DISAC Approach
"Instead of deploying distinct devices for communication and sensing purposes, ISAC utilizes shared platforms, lowering capital expenditures and simplifying maintenance procedures [1]",[1] Towards Integrated Sensing and Communications for 6G  A Standardization  Perspective
"For instance, optimizing for high spectral efficiency in communication may lead to suboptimal performance in sensing tasks and vice versa [3]",[3] Towards Distributed and Intelligent Integrated Sensing and  Communications for 6G Networks
This approach simplifies the optimization process by reducing the complexity of handling multiple disparate metrics [7],[7] Integrated Sensing and Communications  A Mutual Information-Based  Framework
These solutions offer a range of options from which system designers can choose based on specific application requirements [37],[37] Integrated Sensing and Communications  Recent Advances and Ten Open  Challenges
Closed-form expressions derived for this purpose enable efficient computation and validation through Monte Carlo simulations [38],[38] Waveform Design for MIMO-OFDM Integrated Sensing and Communication  System  An Information Theoretical Approach
"Techniques such as alternating optimization, semi-definite relaxation (SDR), and gradient-based approaches are commonly used to mitigate interference while ensuring optimal performance for both communication and sensing tasks [39]",[39] Coverage and Rate Analysis for Integrated Sensing and Communication  Networks
"This leads to improved coverage and performance in ISAC systems [40], further complementing the advancements in joint beamforming design",[40] Intelligent Surface Empowered Integrated Sensing and Communication  From  Coexistence to Reciprocity
Green ISAC approaches focus on achieving this balance by employing advanced signal processing techniques and adaptive resource allocation schemes [4],[4] Practical Issues and Challenges in CSI-based Integrated Sensing and  Communication
"These frameworks must account for various factors, including spectral efficiency, energy efficiency, and network scalability [1]",[1] Towards Integrated Sensing and Communications for 6G  A Standardization  Perspective
"The inherent non-convexity of the joint beamforming problem poses significant challenges, requiring advanced optimization techniques [2]","[2] A Survey on Integrated Sensing and Communication with Intelligent  Metasurfaces  Trends, Challenges, and Opportunities"
"Techniques such as semi-definite relaxation (SDR), alternating optimization, and gradient-based approaches have been explored to approximate near-optimal solutions while maintaining computational feasibility [10]",[10] Vehicular Behavior-Aware Beamforming Design for Integrated Sensing and  Communication Systems
"Although computationally efficient, careful initialization is crucial to avoid convergence to poor local minima [17]",[17] Multi-Point Integrated Sensing and Communication  Fusion Model and  Functionality Selection
"Advances in machine learning have enabled deep learning-based frameworks for approximating optimal beamformers using historical data, offering flexible alternatives to analytical methods [13]",[13] Intelligent Reflecting Surface assisted Integrated Sensing and  Communication System
"Studies demonstrate increased target detection probabilities and data rates when incorporating IRSs, promoting energy-efficient operation by alleviating the burden on active transceivers [41]",[41] The Rise of Intelligent Reflecting Surfaces in Integrated Sensing and  Communications Paradigms
"For example, orthogonal time frequency space (OTFS) modulation proves advantageous in high-mobility vehicular ISAC applications [42]",[42] From OTFS to DD-ISAC  Integrating Sensing and Communications in the  Delay Doppler Domain
"This foundation supports subsequent developments in cooperative multi-monostatic sensing frameworks, further enhancing system performance [5]","[5] Integrated Sensing and Communication based Outdoor Multi-Target  Detection, Tracking and Localization in Practical 5G Networks"
"The key advantage lies in the ability of multiple nodes to share information about targets, thereby mitigating issues like shadowing and multipath fading [5]","[5] Integrated Sensing and Communication based Outdoor Multi-Target  Detection, Tracking and Localization in Practical 5G Networks"
Spatial diversity not only enhances target detection but also improves localization accuracy by reducing ambiguities caused by reflections or occlusions [43],[43] Network-Level Analysis of Integrated Sensing and Communication Using  Stochastic Geometry
"Advanced algorithms, such as weighted least squares and Kalman filtering, are employed to process and integrate data from multiple sources [32]",[32] Downlink and Uplink NOMA-ISAC with Signal Alignment
"In the context of ISAC, RISs can be strategically placed to redirect signals towards desired directions, thereby enhancing both communication and sensing capabilities [40]",[40] Intelligent Surface Empowered Integrated Sensing and Communication  From  Coexistence to Reciprocity
"Effective interference management techniques, including suppression, avoidance, and exploitation, are essential to ensure seamless operation [16]",[16] Interference Management for Integrated Sensing and Communication  Systems  A Survey
Precise time synchronization is necessary for accurate signal alignment and joint parameter estimation [37],[37] Integrated Sensing and Communications  Recent Advances and Ten Open  Challenges
"For example, alternating optimization-based suboptimal algorithms have been developed to jointly optimize transmit and receive beamforming policies, minimizing the mismatch error in sensing beam patterns while satisfying quality-of-service requirements for communication [19]",[19] Integrated Sensing and Communication in Coordinated Cellular Networks
"Similarly, heuristic methods for base station (BS) mode selection have been introduced to enhance the degrees of freedom in cooperative ISAC networks, improving both sensing and communication performance [44]",[44] Cooperative Cell-Free ISAC Networks  Joint BS Mode Selection and  Beamforming Design
DISAC introduces a semantic and goal-oriented framework that enables the transition from classical data fusion to the composition of semantically selected information [3],[3] Towards Distributed and Intelligent Integrated Sensing and  Communications for 6G Networks
"Numerical results demonstrate that deploying N ISAC transceivers leads to an enhanced average cooperative sensing performance across the entire network, following the ln²N scaling law [20]","[20] Cooperative ISAC Networks  Performance Analysis, Scaling Laws and  Optimization"
"Building upon the collaborative foundations laid by cooperative multi-monostatic sensing frameworks, AI-based continual learning methods offer significant potential to adapt ISAC systems dynamically, ensuring optimal performance over time despite changing conditions [20]","[20] Cooperative ISAC Networks  Performance Analysis, Scaling Laws and  Optimization"
"One of the primary challenges faced by ISAC systems is adapting to the variability inherent in real-world scenarios such as changes in user demand, environmental conditions, and interference patterns [16]",[16] Interference Management for Integrated Sensing and Communication  Systems  A Survey
This capability is particularly critical in applications like autonomous driving and smart cities where rapid adaptation to changing surroundings is necessary [19],[19] Integrated Sensing and Communication in Coordinated Cellular Networks
"Firstly, model design must account for both communication and sensing tasks simultaneously while preserving compatibility with existing hardware and software architectures [38]",[38] Waveform Design for MIMO-OFDM Integrated Sensing and Communication  System  An Information Theoretical Approach
Advanced deep learning techniques such as reinforcement learning (RL) and neural networks are increasingly being explored to optimize dual-functional waveforms that cater to both objectives effectively [32],[32] Downlink and Uplink NOMA-ISAC with Signal Alignment
"Moreover, continual learning facilitates better handling of uncertainties arising from imperfect channel state information (CSI) and noise sources prevalent in practical implementations [8]",[8] Rethinking the Performance of ISAC System  From Efficiency and Utility  Perspectives
"Additionally, they enable efficient resource allocation strategies by predicting future usage patterns based on historical trends [33]",[33] MIMO-ISAC  Performance Analysis and Rate Region Characterization
"As malicious actors exploit vulnerabilities associated with shared spectrum resources, adaptive countermeasures become indispensable [45]",[45] Intelligent Surface Empowered Sensing and Communication  A Novel Mutual  Assistance Design
"Furthermore, collaborative multi-monostatic sensing frameworks benefit immensely from AI-based continual learning approaches [44]",[44] Cooperative Cell-Free ISAC Networks  Joint BS Mode Selection and  Beamforming Design
Computational complexity remains a major concern since sophisticated algorithms demand substantial processing power and memory storage capacity [46],[46] Dual-Functional MIMO Beamforming Optimization for RIS-Aided Integrated  Sensing and Communication
Efforts towards developing lightweight yet powerful models tailored specifically for edge devices could alleviate some burdens imposed by traditional centralized architectures [47],"[47] Optical Integrated Sensing and Communication  Architectures, Potentials  and Challenges"
"Lastly, ethical considerations surrounding deployment of autonomous decision-making systems powered by AI necessitate thorough scrutiny prior to widespread adoption [48]",[48] NOMA for Integrating Sensing and Communications towards 6G  A Multiple  Access Perspective
"Techniques like self-interference cancellation, mutual interference suppression, and clutter mitigation become more effective when combined with RIS-assisted signal manipulation [16]",[16] Interference Management for Integrated Sensing and Communication  Systems  A Survey
"By reflecting or refracting transmitted signals towards intended users or targets, RIS ensures reliable connectivity even in challenging environments [13]",[13] Intelligent Reflecting Surface assisted Integrated Sensing and  Communication System
"Consequently, metrics like Cramer-Rao Lower Bound (CRLB) for ranging and velocity estimation show marked improvements compared to traditional configurations [13]",[13] Intelligent Reflecting Surface assisted Integrated Sensing and  Communication System
"Furthermore, RIS enables multi-static sensing frameworks, allowing multiple surfaces to collaborate in tracking moving objects across extended regions [49]",[49] Multi-Static Target Detection and Power Allocation for Integrated  Sensing and Communication in Cell-Free Massive MIMO
"Spatial Path Index Modulation (SPIM), a novel technique introduced for mmWave THz-band ISAC systems, demonstrates how RIS can be employed not only for coverage enhancement but also for conveying additional information bits via modulated spatial paths [21]",[21] Spatial Path Index Modulation in mmWave THz-Band Integrated Sensing and  Communications
"As a result, designers can achieve better trade-offs between communication rate (CR) and sensing rate (SR) under varying channel conditions [23]",[23] Revealing the Impact of Beamforming in ISAC
Insights gained from analyzing diversity orders and high-SNR slopes reveal that RIS-empowered designs consistently outperform conventional frequency-division S&C (FDSAC) techniques [33],[33] MIMO-ISAC  Performance Analysis and Rate Region Characterization
"When double-RIS structures are deployed, sparse Bayesian learning frameworks allow simultaneous localization and communication with minimal pilot overhead [50]",[50] Bayesian Learning for Double-RIS Aided ISAC Systems with Superimposed  Pilots and Data
"Lastly, standardization efforts need to incorporate RIS-specific parameters and procedures to ensure seamless interoperability across diverse network deployments [1]",[1] Towards Integrated Sensing and Communications for 6G  A Standardization  Perspective
"ISAC waveforms must accommodate the often conflicting performance metrics of these two domains: communication typically prioritizes maximizing data rates or minimizing bit error rates (BER), whereas sensing focuses on enhancing target detection accuracy and localization precision [30]",[30] BS Coordination Optimization in Integrated Sensing and Communication  A  Stochastic Geometric View
"This challenge arises due to the differences in their respective metrics—communication performance relies on signal-to-noise ratio (SNR), achievable rate, and BER, while sensing depends on metrics such as Cramér-Rao bound (CRB), Fisher information, and detection probability [51]",[51] On the Performance Tradeoff of an ISAC System with Finite Blocklength
"For instance, a study derived upper and lower bounds for the communication and sensing MI in an uplink MIMO-OFDM ISAC system and optimized the ISAC waveform by maximizing the weighted sum of sensing and communication MI, achieving superior performance compared to other schemes [52]",[52] Mutual Information Metrics for Uplink MIMO-OFDM Integrated Sensing and  Communication System
"Researchers have developed optimal waveform designs to maximize the sensing MI, communication MI, and the weighted sum of both in MIMO-OFDM ISAC systems, providing closed-form expressions that enable balanced performance [38]",[38] Waveform Design for MIMO-OFDM Integrated Sensing and Communication  System  An Information Theoretical Approach
"Techniques such as spectrum lines estimators and super-resolution methods have been explored for ISAC signals, offering insights into how spectrum can be efficiently shared between the two domains [34]",[34] Integrated Sensing and Communication Signals Toward 5G-A and 6G  A  Survey
"Moreover, reconfigurable intelligent surfaces (RIS) enhance spectrum sharing capabilities by manipulating electromagnetic waves spatially, thereby reducing interference and improving coverage [53]",[53] Destructive and constructive RIS beamforming in an ISAC-multi-user MIMO  network
"Achievability and converse bounds on the rate-distortion-error tradeoff have been derived for ISAC systems operating in the finite blocklength regime, providing guidance for designing waveforms that balance communication and sensing performance under resource constraints [54]",[54] Integrated Sensing and Communication in the Finite Blocklength Regime
Studies utilizing OFDM-based multi-user MIMO software-defined radio (SDR) testbeds have demonstrated that dual-functional approaches achieve comparable BER performance to pure communication-based solutions while maintaining fine radar beampatterns [55],[55] An Experimental Proof of Concept for Integrated Sensing and  Communications Waveform Design
"Decomposition-based large deviation inequality approaches have been proposed to mitigate the impact of CSI errors on communication rate and sensing CRB, ensuring stable performance even in challenging environments [56]",[56] Robust Transmission Design for RIS-Assisted Integrated Sensing and  Communication Systems
"By quantifying the shared information between two variables, MI provides deep insights into the trade-offs between deterministic and random signals, which are integral to ISAC operations [7]",[7] Integrated Sensing and Communications  A Mutual Information-Based  Framework
This dual perspective allows ISAC systems to balance communication and sensing under shared spectrum and hardware limitations [1],[1] Towards Integrated Sensing and Communications for 6G  A Standardization  Perspective
"For instance, optimizing waveforms in MIMO-OFDM ISAC systems by maximizing the weighted sum of communication and sensing MI ensures balanced performance across both domains [38]",[38] Waveform Design for MIMO-OFDM Integrated Sensing and Communication  System  An Information Theoretical Approach
Closed-form expressions derived using MI for ergodic capacity and range Cramér-Rao Bound (CRB) provide actionable insights into this trade-off [8],[8] Rethinking the Performance of ISAC System  From Efficiency and Utility  Perspectives
"Here, MI drives fusion models that predict accuracy via hypothesis testing and optimal voting analysis [17]",[17] Multi-Point Integrated Sensing and Communication  Fusion Model and  Functionality Selection
"Similarly, in uplink MIMO-OFDM ISAC systems, bounds on communication and sensing MI reveal interactions between the two functions, guiding waveform optimizations aimed at improving overall system performance [52]",[52] Mutual Information Metrics for Uplink MIMO-OFDM Integrated Sensing and  Communication System
Characterizing this tradeoff via a capacity-distortion function quantifies the best communication rate for a given sensing distortion constraint [15],[15] Information-Theoretic Limits of Integrated Sensing and Communication  with Correlated Sensing and Channel States for Vehicular Networks
"In optical ISAC (O-ISAC), integrating free-space optical communication and optical sensing leverages MI to boost communication rates and sensing precision while mitigating interference [47]","[47] Optical Integrated Sensing and Communication  Architectures, Potentials  and Challenges"
"Additionally, in networked sensing within 6G cellular networks, employing MI enhances localization services provided by base stations transformed into powerful sensors [18]",[18] Networked Sensing in 6G Cellular Networks  Opportunities and Challenges
This directly impacts the system's ability to accurately detect targets and reliably transmit data [2],"[2] A Survey on Integrated Sensing and Communication with Intelligent  Metasurfaces  Trends, Challenges, and Opportunities"
High SNR ensures robust target detection and precise localization in the sensing domain while maintaining reliable communication links [16],[16] Interference Management for Integrated Sensing and Communication  Systems  A Survey
"Reconfigurable intelligent surfaces (RIS) enhance SNR by controlling electromagnetic wave propagation, improving parameter estimation accuracy [13]",[13] Intelligent Reflecting Surface assisted Integrated Sensing and  Communication System
"Efficient beamforming techniques bridge this gap, ensuring high SNR effectively enhances Fisher information [10]",[10] Vehicular Behavior-Aware Beamforming Design for Integrated Sensing and  Communication Systems
"Advanced modulation schemes, such as Orthogonal Time Frequency Space (OTFS), are specifically designed to handle high mobility, maintaining consistent SNR levels across varying conditions [42]",[42] From OTFS to DD-ISAC  Integrating Sensing and Communications in the  Delay Doppler Domain
"Minimizing distortion requires careful optimization of SNR, as higher SNR suppresses distortions and improves overall system performance [34]",[34] Integrated Sensing and Communication Signals Toward 5G-A and 6G  A  Survey
Techniques like index modulation (IM) reduce distortions without sacrificing spectral efficiency by embedding information in selected indices [22],[22] Index Modulation for Integrated Sensing and Communications  A Signal  Processing Perspective
Multi-objective optimization frameworks find the optimal operating point balancing all relevant criteria [1],[1] Towards Integrated Sensing and Communications for 6G  A Standardization  Perspective
These methods prove particularly effective in complex propagation environments or large-scale networks [45],[45] Intelligent Surface Empowered Sensing and Communication  A Novel Mutual  Assistance Design
"Building on the importance of signal-to-noise ratio (SNR) discussed earlier, this subsection delves into the interplay between communication rate and sensing distortion, which arises due to the shared use of spectrum and hardware resources [34]",[34] Integrated Sensing and Communication Signals Toward 5G-A and 6G  A  Survey
Optimizing one function may degrade the performance of the other [15],[15] Information-Theoretic Limits of Integrated Sensing and Communication  with Correlated Sensing and Channel States for Vehicular Networks
This function quantifies the best possible communication rate for a specified sensing distortion constraint [15],[15] Information-Theoretic Limits of Integrated Sensing and Communication  with Correlated Sensing and Channel States for Vehicular Networks
"Managing these interactions requires advanced signal processing techniques, such as Pareto-optimal design, which ensures fair allocation of resources across users and tasks [32]",[32] Downlink and Uplink NOMA-ISAC with Signal Alignment
"Imperfect CSI leads to errors in estimating both communication and sensing metrics, necessitating robust algorithms capable of handling uncertainties [8]",[8] Rethinking the Performance of ISAC System  From Efficiency and Utility  Perspectives
"However, denser networks also introduce greater interference, requiring sophisticated coordination strategies to maintain optimal performance [39]",[39] Coverage and Rate Analysis for Integrated Sensing and Communication  Networks
"By dynamically manipulating the electromagnetic environment, IRSs can improve both communication reliability and sensing precision without requiring additional transmit power [40]",[40] Intelligent Surface Empowered Integrated Sensing and Communication  From  Coexistence to Reciprocity
"Quantized phase-shift designs tailored specifically for active IRS elements enable finer control over reflected signals, thereby improving the SNR experienced by both communication receivers and radar sensors [57]",[57] Quantized Phase-Shift Design of Active IRS for Integrated Sensing and  Communications
Multi-point coordinated joint transmission combined with distributed multiple-input multiple-output (MIMO) radar techniques enables enhanced performance scaling laws [20],"[20] Cooperative ISAC Networks  Performance Analysis, Scaling Laws and  Optimization"
Alternating optimization (AO) simplifies complex joint design problems by decomposing them into smaller subproblems that can be iteratively optimized [44],[44] Cooperative Cell-Free ISAC Networks  Joint BS Mode Selection and  Beamforming Design
"In cell-free ISAC networks, AO facilitates joint base station mode selection and beamforming, achieving optimal performance while managing interference [44]",[44] Cooperative Cell-Free ISAC Networks  Joint BS Mode Selection and  Beamforming Design
"Similarly, AO is employed in collaborative precoding for adjacent ISAC base stations, ensuring efficient power usage and maintaining a favorable tradeoff between sensing and communication performance [58]",[58] Collaborative Precoding Design for Adjacent Integrated Sensing and  Communication Base Stations
"Semi-definite relaxation (SDR) transforms non-convex quadratic optimization problems into convex semidefinite programs, enabling globally optimal solutions under constraints such as signal-to-interference-plus-noise ratio (SINR) and Cramer-Rao Bound (CRB) minimization [59]",[59] Optimal Precoding Design for Monostatic ISAC Systems  MSE Lower Bound  and DoF Completion
"SDR has been successfully applied in monostatic ISAC systems to minimize mean squared error (MSE) and maximize SINR, demonstrating its versatility across multi-cell scenarios [27]",[27] Precoding for Multi-Cell ISAC  from Coordinated Beamforming to  Coordinated Multipoint and Bi-Static Sensing
