sentence,references
"Larger models often demonstrate enhanced performance, particularly in tasks requiring deep contextual understanding [14]",[14] Towards Efficient Generative Large Language Model Serving  A Survey from  Algorithms to Systems
"Their adaptability extends into diverse fields, including telecommunications, scientific research, and creative sectors [15]",[15] Large Language Models for Telecom  Forthcoming Impact on the Industry
"Specialized versions of LLMs cater to specific domains like biology and chemistry, enhancing discovery processes [16]",[16] Scientific Large Language Models  A Survey on Biological & Chemical  Domains
Biases present in training data can lead to inequitable outcomes unless addressed through meticulous preprocessing and monitoring strategies [17],[17] An Interdisciplinary Outlook on Large Language Models for Scientific  Research
"Looking forward, ongoing advancements in transparency, interpretability, and domain-specific customization will likely refine LLM implementations for increasingly nuanced applications [18]",[18] Domain Specialization as the Key to Make Large Language Models  Disruptive  A Comprehensive Survey
"In contrast to traditional ABMs, which predominantly rely on predefined rules or mathematical equations to model agent behaviors, the incorporation of LLMs allows for the representation of more nuanced and human-like behaviors [19]",[19] Smart Agent-Based Modeling  On the Use of Large Language Models in  Computer Simulations
"In this setup, LLMs act as the ""brains"" of individual agents, processing textual input from their environment or other agents and generating appropriate responses [20]",[20] Solution-oriented Agent-based Models Generation with Verifier-assisted  Iterative In-context Learning
"To ensure effective operation in embodied or real-world scenarios, grounded decoding techniques can be employed to align LLM outputs with grounded models [21]",[21] Effective Large Language Model Adaptation for Improved Grounding and  Citation Generation
"Memory mechanisms further augment the capabilities of LLM-based agents by enabling them to retain and recall past experiences, thereby refining their decision-making over time [22]",[22] Proto-lm  A Prototypical Network-Based Framework for Built-in  Interpretability in Large Language Models
"Moreover, these mechanisms support long-term reasoning, where agents consider historical contexts alongside immediate circumstances when making decisions [23]",[23] Towards Uncovering How Large Language Model Works  An Explainability  Perspective
"In multi-agent settings, LLMs facilitate advanced coordination through sophisticated communication protocols and shared memory devices [24]",[24] Small LLMs Are Weak Tool Learners  A Multi-LLM Agent
"Reinforcement learning approaches tailored for LLM-enhanced agents can reinforce desirable behaviors during multi-agent interactions, such as cooperative resource sharing or conflict resolution [25]",[25] Adaptive-Solver Framework for Dynamic Strategy Selection in Large  Language Model Reasoning
Techniques like verifier-assisted iterative in-context learning help preserve fidelity by ensuring generated models remain executable and feasible [20],[20] Solution-oriented Agent-based Models Generation with Verifier-assisted  Iterative In-context Learning
"Calibration methods based on self-consistency improve the correlation between model confidence and accuracy, ensuring reliable predictions even in challenging scenarios [26]",[26] Self-Consistency Boosts Calibration for Math Reasoning
"High computational resource demands pose a notable hurdle, especially when running large-scale simulations with numerous LLM-enhanced agents [27]",[27] Evaluating Consistency and Reasoning Capabilities of Large Language  Models
Bias in training data could lead to skewed or unfair representations of certain populations or phenomena within the simulation [28],[28] AuditLLM  A Tool for Auditing Large Language Models Using Multiprobe  Approach
"Additionally, interpretability issues arise due to the black-box nature of many LLM architectures, complicating efforts to understand or explain why specific decisions are made by simulated agents [29]",[29] Sparsity-Guided Holistic Explanation for LLMs with Interpretable  Inference-Time Intervention
"By merging the strengths of agent-based modeling and LLMs' sophisticated natural language processing abilities, researchers create powerful tools applicable across diverse domains, from social sciences to autonomous driving [30]",[30] LimSim++  A Closed-Loop Platform for Deploying Multimodal LLMs in  Autonomous Driving
One primary benefit is the increased realism that LLMs bring to ABMs [31],[31] Determinants of LLM-assisted Decision-Making
Agents powered by LLMs can adjust their strategies based on evolving scenarios or new information within the simulation [32],[32] Simulating Human Strategic Behavior  Comparing Single and Multi-agent  LLMs
"However, LLMs, paired with advanced computational techniques, can efficiently handle large populations of interacting agents [33]",[33] User Behavior Simulation with Large Language Model based Agents
"Additionally, LLMs excel at simulating subrational behavior, which is challenging to model using conventional methods [34]",[34] LLM-driven Imitation of Subrational Behavior   Illusion or Reality
"LLMs also facilitate the creation of representative subpopulation models (SRMs), enabling the estimation of opinions and behaviors across diverse demographic groups without direct human participation [35]",[35] Large Language Models as Subpopulation Representative Models  A Review
Sensitivity analysis further highlights the adaptability of LLMs by demonstrating their capacity to produce human-like exploration-exploitation trade-offs under varying prompt conditions [36],[36] Exploring the Sensitivity of LLMs' Decision-Making Capabilities   Insights from Prompt Variation and Hyperparameters
"Finally, interpretability and accountability mechanisms have been developed to ensure responsible deployment of LLMs in critical domains like healthcare [37]",[37] Tuning-Free Accountable Intervention for LLM Deployment -- A  Metacognitive Approach
"Methods leveraging introspective tips enable self-optimization of LLM decisions without additional parameter tuning [38], promoting efficiency while preserving performance quality",[38] Introspective Tips  Large Language Model for In-Context Decision Making
"Due to their size and complexity, LLMs require substantial processing power and memory [39]",[39] The Transformative Influence of Large Language Models on Software  Development
"Training datasets often reflect societal prejudices, which can lead to outputs that perpetuate or amplify inequities [40]",[40] Tackling Bias in Pre-trained Language Models  Current Trends and  Under-represented Societies
"For example, biased predictions from LLM-enhanced agents in social or economic simulations could distort results, undermining their reliability for real-world insights [41]",[41] Use large language models to promote equity
"The inner workings of LLMs are largely opaque, complicating efforts to understand why they generate specific responses under given conditions [42]",[42] Auditing large language models  a three-layered approach
Privacy issues arise because many applications involve sensitive personal or organizational data [43],[43] A Toolbox for Surfacing Health Equity Harms and Biases in Large Language  Models
"Additionally, questions about accountability persist regarding responsibility for adverse consequences arising from recommendations derived through these hybrid systems [44]",[44] Ethical Considerations and Policy Implications for Large Language  Models  Guiding Responsible Development and Deployment
Misalignment can result in undesirable behaviors by synthetic agents whose motivations do not align with intended objectives [45],[45] GreedLlama  Performance of Financial Value-Aligned Large Language Models  in Moral Reasoning
"By incorporating advanced capabilities in behavior planning, reasoning, interpretation, and memory retention, LLM-powered agents enhance driving performance, particularly in challenging scenarios [19]",[19] Smart Agent-Based Modeling  On the Use of Large Language Models in  Computer Simulations
Such nuanced behavioral plans ensure smoother navigation through high-density urban areas or unpredictable highway scenarios [46],[46] Agent-Based Modeling and Simulation of Connected and Automated Vehicles  Using Game Engine  A Cooperative On-Ramp Merging Study
"A case study involving cooperative on-ramp merging showed how an LLM-driven protocol reduced average travel time by 7%, energy consumption by 8%, and pollutant emissions by 58% compared to human-driven counterparts [46]",[46] Agent-Based Modeling and Simulation of Connected and Automated Vehicles  Using Game Engine  A Cooperative On-Ramp Merging Study
"Furthermore, the capacity of LLMs to retain past experiences enhances their ability to iteratively refine interpretations over time, leading to increasingly accurate predictions about surrounding entities’ actions [47]",[47] Exploring the Intersection of Large Language Models and Agent-Based  Modeling via Prompt Engineering
"Additionally, episodic memory buffers implemented alongside working memory hubs enhance the agent's capability to balance immediate priorities against accumulated knowledge derived from prior engagements [19]",[19] Smart Agent-Based Modeling  On the Use of Large Language Models in  Computer Simulations
Researchers have constructed detailed driver agent models imbued with characteristics drawn from actual driver profiles extracted via machine learning techniques applied to extensive traffic datasets [6],[6] An AI-enabled Agent-Based Model and Its Application in Measles Outbreak  Simulation for New Zealand
Another scenario showcases improved traffic management leveraging multi-agent systems wherein each participant adheres to unique yet consistent driving norms governed by shared rulesets encoded through prompts engineered specifically for LLM utilization [47],[47] Exploring the Intersection of Large Language Models and Agent-Based  Modeling via Prompt Engineering
Multi-agent reinforcement learning paradigms combined with LLM functionalities empower entire networks of connected and automated vehicles (CAVs) to optimize collective performances while minimizing conflicts among participants [48],[48] Learning and Calibrating Heterogeneous Bounded Rational Market Behaviour  with Multi-Agent Reinforcement Learning
"It also sets the stage for subsequent explorations into broader applications of LLM-powered multi-agent systems in games, social dynamics, and other simulation contexts [49]",[49] Exploring Autonomous Agents through the Lens of Large Language Models  A  Review
This expansion highlights the transformative potential of LLMs in simulating realistic human-like interactions and decision-making processes [49],[49] Exploring Autonomous Agents through the Lens of Large Language Models  A  Review
"This flexibility arises from the advanced reasoning capabilities of LLMs, which enable them to process information from multiple sources and make informed decisions [50]",[50] LLM Harmony  Multi-Agent Communication for Problem Solving
"Case studies demonstrate that in simulated environments requiring cooperative efforts, such as disaster response or urban planning, these agents exhibit emergent properties like leadership roles and group consensus-building [50]",[50] LLM Harmony  Multi-Agent Communication for Problem Solving
"One notable study, inspired by the CAMEL model, showcased this phenomenon using role-playing conversations where multiple LLM agents addressed various challenges, demonstrating superior performance and adaptability across diverse scenarios [50]",[50] LLM Harmony  Multi-Agent Communication for Problem Solving
"For instance, research exploring code generation using ChatGPT 3.5 revealed unexpected behaviors during competitions between programming languages, identifying areas needing improvement [51]",[51] A Comparative Study of Code Generation using ChatGPT 3.5 across 10  Programming Languages
"Healthcare applications exemplify this necessity, where teamwork among virtual entities mirrors real-world medical teams diagnosing diseases and devising treatment plans efficiently [17]",[17] An Interdisciplinary Outlook on Large Language Models for Scientific  Research
"Similarly, urban mobility management relies on cooperative interactions among autonomous vehicles navigating shared road networks safely and effectively [52]",[52] Opportunities and Challenges of Applying Large Language Models in  Building Energy Efficiency and Decarbonization Studies  An Exploratory  Overview
"Bioinformatics researchers leverage these technologies to model complex biological processes, uncover hidden relationships within datasets, and generate hypotheses about molecular functions [53]",[53] Large language models in bioinformatics  applications and perspectives
"Meanwhile, materials scientists employ similar approaches to accelerate experimentation cycles and identify promising candidates for new materials development [54]",[54] Materials science in the era of large language models  a perspective
"As we continue refining methodologies for harnessing LLMs in collaborative environments, it becomes clear that these tools offer unparalleled opportunities for deepening our comprehension of complex systems and driving innovation forward [55]",[55] Exploring the True Potential  Evaluating the Black-box Optimization  Capability of Large Language Models
"Through careful examination of case studies showcasing emergent behaviors, competition, and cooperation among LLM-powered agents, researchers gain valuable insights into designing next-generation systems characterized by enhanced realism, adaptability, and scalability [49]",[49] Exploring Autonomous Agents through the Lens of Large Language Models  A  Review
"LLM-driven agents excel at handling complex tasks such as diagnosing diseases, recommending treatments, and providing personalized care plans [56]",[56] Large Process Models  Business Process Management in the Age of  Generative AI
"This capability supports physicians by offering evidence-based treatment options tailored to individual patients, particularly valuable under time constraints or information overload [57]",[57] Ensuring Safe and High-Quality Outputs  A Guideline Library Approach for  Language Models
"For instance, an LLM might combine real-time sensor data with historical patient profiles to predict adverse events before they occur [24]",[24] Small LLMs Are Weak Tool Learners  A Multi-LLM Agent
"Frameworks like AGREE incorporate grounding mechanisms to improve factuality and reduce ""hallucination,"" increasing trustworthiness and accuracy [21]",[21] Effective Large Language Model Adaptation for Improved Grounding and  Citation Generation
"Projects such as SABM leverage LLMs to simulate realistic human behavior patterns within healthcare settings, while adaptations like FLLM emphasize customization for specialized domains [19]",[19] Smart Agent-Based Modeling  On the Use of Large Language Models in  Computer Simulations
"However, challenges remain regarding ethical considerations, including privacy protection during data collection, validation processes prior to deployment, continual retraining schedules, interoperability concerns, cost implications, and stakeholder resistance [17]",[17] An Interdisciplinary Outlook on Large Language Models for Scientific  Research
"Moving forward, interdisciplinary collaborations promise to unlock further benefits associated with employing LLM-based multi-agent systems across varied domains [49]",[49] Exploring Autonomous Agents through the Lens of Large Language Models  A  Review
"Traditional models often oversimplify human behavior, failing to capture real-world complexities [58]",[58] LitSim  Conflict-aware Policy for Long-term Interactive Traffic  Simulation
"LitSim proposes a conflict-aware policy for long-term interactive traffic simulation, addressing limitations in existing methods by ensuring realism and reactivity in multi-agent scenarios through targeted interventions only when conflicts arise [58]",[58] LitSim  Conflict-aware Policy for Long-term Interactive Traffic  Simulation
"This capability supports personalized recommendations and has been shown to replicate social phenomena such as information cocoons and conformity behaviors, revealing underlying mechanisms driving collective mobility trends [33]",[33] User Behavior Simulation with Large Language Model based Agents
"Accurate forecasting requires insights into human behavior under varying conditions, which LLMs effectively capture by processing unstructured textual information [59]",[59] Can Large Language Model Agents Simulate Human Trust Behaviors
"AdaPlanner, an innovative closed-loop approach, enables LLM agents to refine plans adaptively in response to environmental feedback, ensuring optimal performance even as problem complexity increases [60]",[60] AdaPlanner  Adaptive Planning from Feedback with Language Models
Biases in training data could lead to inequitable treatment of certain populations if not mitigated through careful dataset curation and debiasing techniques [61],[61] Systematic Biases in LLM Simulations of Debates
"Building upon the advancements in realistic driving simulations and interactive gaming agents, LLM-powered ABM provides a robust framework for representing human behaviors, decision-making processes, and interactions within multi-agent systems [17]",[17] An Interdisciplinary Outlook on Large Language Models for Scientific  Research
"For example, these agents mimic the reasoning and decision-making of individuals or firms in response to policy changes, market fluctuations, or external shocks [62]",[62] Exploring the Nexus of Large Language Models and Legal Systems  A Short  Survey
"Moreover, LLMs facilitate scenario analysis by simulating stakeholder reactions to hypothetical situations such as inflationary pressures or financial crises [63]",[63] FAIR Enough  How Can We Develop and Assess a FAIR-Compliant Dataset for  Large Language Models' Training
"Their capacity for normative reasoning allows agents to evaluate actions based on ethical principles, legal frameworks, and social conventions [64]",[64] Towards Answering Open-ended Ethical Quandary Questions
"One investigates misinformation cascades during election cycles, using an LLM-based multi-agent system to simulate voter, media, and political actor interactions [65]",[65] Challenging the appearance of machine intelligence  Cognitive bias in  LLMs and Best Practices for Adoption
"Another focuses on urban development projects, where LLM-powered agents represent residents, planners, developers, and environmental advocates, collectively determining solutions balancing economic growth, social equity, and sustainability goals [66]",[66] Surveying Attitudinal Alignment Between Large Language Models Vs. Humans  Towards 17 Sustainable Development Goals
"Despite their promise, deploying LLMs in social science and economic simulations presents challenges, notably biases in training data that could skew representations or perpetuate inequalities [40]",[40] Tackling Bias in Pre-trained Language Models  Current Trends and  Under-represented Societies
Interpretability issues also complicate validation efforts [44],[44] Ethical Considerations and Policy Implications for Large Language  Models  Guiding Responsible Development and Deployment
"Domain-specific optimizations tailored to sectors like healthcare, education, or finance could improve performance and relevance [67]",[67] Data-Centric Financial Large Language Models
Continued interdisciplinary collaboration will be essential to fully realize the transformative potential of combining LLMs with ABM techniques for understanding and predicting complex systems [68],[68] A Short Survey of Viewing Large Language Models in Legal Aspect
"For instance, the ""AdaPlanner: Adaptive Planning from Feedback with Language Models"" paper showcases how adaptive planning enhances decision-making by refining plans according to environmental feedback [60]",[60] AdaPlanner  Adaptive Planning from Feedback with Language Models
"Studies such as those presented in ""Theory of Mind for Multi-Agent Collaboration via Large Language Models"" reveal that LLM-based agents can develop emergent collaborative behaviors through advanced reasoning processes [69]",[69] Theory of Mind for Multi-Agent Collaboration via Large Language Models
"Papers like ""SayCanPay: Heuristic Planning with Large Language Models using Learnable Domain Knowledge"" highlight methods for combining world knowledge from LLMs with heuristic search techniques to produce optimal plans [70]",[70] SayCanPay  Heuristic Planning with Large Language Models using Learnable  Domain Knowledge
"Works such as ""Embodied LLM Agents Learn to Cooperate in Organized Teams"" explore frameworks imposing structured organizational roles onto LLM agents, reducing redundancy and improving team efficiency [71]",[71] Embodied LLM Agents Learn to Cooperate in Organized Teams
"Research documented in ""Inner Monologue: Embodied Reasoning through Planning with Language Models"" indicates that incorporating natural language feedback mechanisms allows LLMs to form inner monologues during planning phases [72]",[72] Inner Monologue  Embodied Reasoning through Planning with Language  Models
"Techniques described under ""RAP: Retrieval-Augmented Planning with Contextual Memory for Multimodal LLM Agents"" emphasize leveraging past experiences stored within databases or retrieved upon encountering similar situations [73]",[73] RAP  Retrieval-Augmented Planning with Contextual Memory for Multimodal  LLM Agents
"From decomposing complex problems into manageable sub-tasks [74] to utilizing hierarchical policy delegation schemes [75], numerous methodologies contribute toward fostering robust mental architectures capable of addressing diverse challenges encountered during gameplay",[74] ADaPT  As-Needed Decomposition and Planning with Language Models;[75] Robust Hierarchical Planning with Policy Delegation
"Efficient tree-search-based algorithms outlined in ""Tree-Planner: Efficient Close-loop Task Planning with Large Language Models"" facilitate rapid identification of viable paths amidst expansive action spaces [76]",[76] Tree-Planner  Efficient Close-loop Task Planning with Large Language  Models
"Additionally, flow-adhering planning paradigms explored in ""FLAP: Flow-Adhering Planning with Constrained Decoding in LLMs"" ensure faithful adherence to predefined workflows, preserving dependency relationships between sequential steps [77]",[77] FLAP  Flow-Adhering Planning with Constrained Decoding in LLMs
"These agents, enhanced with sophisticated natural language processing and decision-making capabilities, are designed to engage seamlessly with humans in dynamic environments [78]",[78] Empowering Working Memory for Large Language Model Agents
This not only requires an understanding of the game's mechanics but also the ability to interpret human intentions and respond appropriately [79],[79] A Proposal for Intelligent Agents with Episodic Memory
One study introduced a centralized Working Memory Hub and Episodic Buffer access system to improve the continuity of nuanced contextual reasoning during complex tasks and collaborative scenarios [78],[78] Empowering Working Memory for Large Language Model Agents
"Moreover, the integration of episodic memory enables agents to recall previous experiences and apply them for improved decision-making in analogous situations [80]",[80] Integrating Episodic Memory into a Reinforcement Learning Agent using  Reservoir Sampling
"RecallM, a recently proposed adaptable memory mechanism with temporal understanding, empowers agents to update their beliefs dynamically and maintain temporal awareness of knowledge [81]",[81] RecallM  An Adaptable Memory Mechanism with Temporal Understanding for  Large Language Models
"A method combining episodic memory with Actor-Critic architecture has demonstrated improvements in sample efficiency for continuous control problems, highlighting its potential in creating more efficient and cooperative agents [82]",[82] Solving Continuous Control with Episodic Memory
"Carousel Memory (CarM), a hierarchical memory management strategy, addresses forgetting issues in continual learning scenarios by leveraging extensive storage capacities available in mobile and IoT devices [83]",[83] Carousel Memory  Rethinking the Design of Episodic Memory for Continual  Learning
"CREEM, a novel memory system for long-term conversation, integrates current sessions with past memories during memory formation and incorporates a refining process to manage redundant or outdated information [84]",[84] Ever-Evolving Memory by Blending and Refining the Past
"Transparent and interactive memory management tools, such as Memory Sandbox, empower users by granting them direct control over what the agent remembers [85]",[85] Memory Sandbox  Transparent and Interactive Memory Management for  Conversational Agents
"For instance, agents deployed in collaborative gaming environments exhibit improved cooperation and faster responses due to optimized memory and learning mechanisms [86]",[86] Experiential Co-Learning of Software-Developing Agents
"When LLMs, which themselves require significant processing power and memory, are incorporated, the computational burden intensifies [1]",[1] Innovations in Integrating Machine Learning and Agent-Based Modeling of  Biomedical Systems
"For instance, in an urban mobility simulation involving millions of agents—each equipped with an LLM for decision-making—the associated computational demands grow exponentially [3]",[3] Agent-Based Modelling for Urban Analytics  State of the Art and  Challenges
"Each agent in an ABM can generate vast quantities of data over time, particularly when advanced techniques like reinforcement learning complement LLMs [7]",[7] Phantom -- A RL-driven multi-agent framework to model complex systems
"In competitive or collaborative contexts, such as economic markets or traffic management, designing scalable frameworks for realistic and performant interactions presents unique challenges [48]",[48] Learning and Calibrating Heterogeneous Bounded Rational Market Behaviour  with Multi-Agent Reinforcement Learning
"By distributing computations across multiple cores or clusters, larger simulations can be executed more swiftly than on single-threaded architectures [87]",[87] Parallelization Strategies for Spatial Agent-Based Models
"While biomedical applications may benefit significantly from incorporating detailed cognitive functions via LLMs at the cellular level [88], doing so at scale could become prohibitively expensive without technological advancements",[88] Agent-based Exploration of Wirings of Biological Neural Networks   Position Paper
"Conversely, simulating entire cities' populations interacting through social networks demands entirely different optimization strategies compared to smaller-scale experiments focusing on specific phenomena like opinion dynamics [89]",[89] Social Network Analysis and Validation of an Agent-Based Model
"Emerging approaches, such as differentiable ABMs, seek to overcome traditional limitations related to non-differentiability in standard ABM formulations [2]",[2] Differentiable Agent-based Epidemiology
"Addressing these challenges will require advances in algorithmic design, software engineering practices, and computing infrastructure [1]",[1] Innovations in Integrating Machine Learning and Agent-Based Modeling of  Biomedical Systems
"These biases, originating from the datasets used to train LLMs, often reflect historical patterns, societal disparities, and cognitive biases [90]",[90] Large Language Models Humanize Technology
This imbalance can hinder generalization across diverse populations [17],[17] An Interdisciplinary Outlook on Large Language Models for Scientific  Research
"Cognitive biases also influence LLM outputs, emerging from sources like confirmation bias, anchoring effects, and framing effects present in training texts [12]",[12] A Bibliometric Review of Large Language Models Research from 2017 to  2023
"This distortion is particularly problematic in sensitive domains such as healthcare, where precise patient-agent interactions are vital for clinical decision support systems [49]",[49] Exploring Autonomous Agents through the Lens of Large Language Models  A  Review
Predominantly Western-centric corpora can limit an LLM's ability to capture non-Western languages or cultural practices [18],[18] Domain Specialization as the Key to Make Large Language Models  Disruptive  A Comprehensive Survey
"For instance, in criminal justice simulations, LLM-powered agents might replicate discriminatory patterns found in legal documents or judicial opinions within their training data [91]",[91] Exploring Advanced Methodologies in Security Evaluation for LLMs
Strategies to mitigate bias include curating more balanced and representative training datasets [92] and employing post-processing techniques to detect and correct biased outputs [93],[92] LLMs with Industrial Lens  Deciphering the Challenges and Prospects -- A  Survey;[93] Decoding the AI Pen  Techniques and Challenges in Detecting AI-Generated  Text
"By tailoring LLMs to align with domain-specific requirements, researchers can diminish the impact of irrelevant or harmful biases from generic training data [18]",[18] Domain Specialization as the Key to Make Large Language Models  Disruptive  A Comprehensive Survey
"Integrating external knowledge sources, like structured databases or expert annotations, enhances the production of unbiased, contextually relevant outputs [16]",[16] Scientific Large Language Models  A Survey on Biological & Chemical  Domains
Future research should focus on developing transparent mechanisms to identify and quantify bias in both training data and model outputs [13],[13] A Comprehensive Overview of Large Language Models
"This issue arises from the ""black-box"" nature of LLMs, where internal operations remain opaque even as they generate outputs [29]",[29] Sparsity-Guided Holistic Explanation for LLMs with Interpretable  Inference-Time Intervention
"Without clear visibility into these processes, users may find it difficult to establish confidence in the outcomes produced by such models, especially when biases embedded in training data could influence the behavior of agents [90]",[90] Large Language Models Humanize Technology
"When using LLMs within ABMs, this becomes increasingly complex due to their intricate architecture and reliance on vast amounts of training data [23]",[23] Towards Uncovering How Large Language Model Works  An Explainability  Perspective
"As a result, any errors or inconsistencies could go unnoticed, undermining the reliability of the entire system [27]",[27] Evaluating Consistency and Reasoning Capabilities of Large Language  Models
"Furthermore, cultural and linguistic nuances absorbed during training might complicate interpretation efforts, as they introduce additional layers of ambiguity in understanding agent behavior [18]",[18] Domain Specialization as the Key to Make Large Language Models  Disruptive  A Comprehensive Survey
"However, achieving this level of transparency with current LLM architectures remains elusive [94]",[94] TrustScore  Reference-Free Evaluation of LLM Response Trustworthiness
"While these models excel at mimicking linguistic patterns and generating plausible dialogues, the underlying logic behind these interactions might not always align perfectly with real-world scenarios [19]",[19] Smart Agent-Based Modeling  On the Use of Large Language Models in  Computer Simulations
"Traditional ABMs rely heavily on predefined rules and equations, making them relatively straightforward to analyze compared to modern deep learning techniques used in constructing LLMs [56]",[56] Large Process Models  Business Process Management in the Age of  Generative AI
"One notable advancement involves employing sparsity-guided methodologies which aim to dissect three interconnected interpretation levels - input, subnetwork, and concept – thereby providing deeper insights into how decisions emerge out of large-scale neural networks [29]",[29] Sparsity-Guided Holistic Explanation for LLMs with Interpretable  Inference-Time Intervention
Another promising direction includes leveraging prototypical network-based frameworks allowing direct learning interpretable embeddings during fine-tuning stages without sacrificing performance [22],[22] Proto-lm  A Prototypical Network-Based Framework for Built-in  Interpretability in Large Language Models
"For instance, existing methods primarily focus on explaining individual components rather than holistic views spanning entire systems comprised of multiple interacting entities represented by distinct yet interrelated submodels [95]",[95] Logic-LM  Empowering Large Language Models with Symbolic Solvers for  Faithful Logical Reasoning
Ensuring compliance with legal standards mandates greater clarity around internal mechanisms driving predictions or recommendations emanating from advanced computational constructs including LLM-driven agents embedded within larger simulation ecosystems [57],[57] Ensuring Safe and High-Quality Outputs  A Guideline Library Approach for  Language Models
"Furthermore, fostering community-wide dialogue around best practices associated with designing transparent yet effective solutions tailored specifically towards enhancing interpretability represents another key area warranting attention moving forward [96]",[96] Learning From Correctness Without Prompting Makes LLM Efficient Reasoner
"Given their reliance on vast amounts of data to function effectively, LLMs often incorporate personal or sensitive information during training [35]",[35] Large Language Models as Subpopulation Representative Models  A Review
"For instance, in a healthcare setting, an LLM-powered agent simulating human behavior could potentially leak patient data or produce biased outcomes based on flawed assumptions about demographic groups [61]",[61] Systematic Biases in LLM Simulations of Debates
"Accountability represents another major ethical concern, closely linked to the ""black-box"" nature of LLMs discussed previously [37]",[37] Tuning-Free Accountable Intervention for LLM Deployment -- A  Metacognitive Approach
"In high-stakes environments like autonomous driving or medical diagnosis, if an LLM-based agent makes an erroneous decision, determining accountability—the developer, the organization deploying the system, or the LLM itself—becomes ambiguous [97]",[97] Large Language Models as Agents in the Clinic
"While LLMs show promise in aiding clinical decision-making processes [97], there remains a risk of misalignment between the model's recommendations and actual patient needs",[97] Large Language Models as Agents in the Clinic
"Additionally, biases embedded in the training data can lead to suboptimal or even harmful outcomes [59]",[59] Can Large Language Model Agents Simulate Human Trust Behaviors
"Similar risks exist in legal advice; an LLM-enhanced agent might provide incorrect interpretations of laws or precedents, leading to unjust legal outcomes [98]",[98] Guided scenarios with simulated expert personae  a remarkable strategy  to perform cognitive work
"Even though LLMs have demonstrated capabilities in understanding and generating text resembling human communication, they occasionally produce outputs that conflict with widely accepted social norms and ethics [99]",[99] Self-Alignment of Large Language Models via Monopolylogue-based Social  Scene Simulation
"Such misalignments can result in unintended consequences, particularly in multi-agent systems where interactions among agents may amplify problematic behaviors [69]",[69] Theory of Mind for Multi-Agent Collaboration via Large Language Models
"As highlighted earlier, LLM responses can be disproportionately influenced by seemingly irrelevant tokens, raising questions about the robustness and generalizability of insights derived from these models [100]","[100] Wait, It's All Token Noise  Always Has Been  Interpreting LLM Behavior  Using Shapley Value"
"To address this issue, researchers have proposed frameworks aimed at enhancing interpretability, such as CLEAR [37], which enables self-aware error identification and correction within LLMs",[37] Tuning-Free Accountable Intervention for LLM Deployment -- A  Metacognitive Approach
"For example, if an LLM-based simulation fails to capture diverse perspectives adequately, it may reinforce stereotypes or overlook marginalized voices [101]",[101] Can Large Language Models Capture Public Opinion about Global Warming   An Empirical Assessment of Algorithmic Fidelity and Bias
"This issue is particularly relevant in real-world scenarios such as economic transactions, social interactions, or complex decision-making processes, where uncertainties, incomplete data, and dynamic environments exacerbate these disparities [41]",[41] Use large language models to promote equity
"When simulating situations requiring rapid adaptation to changing circumstances, LLM-powered agents may struggle to process privileged information effectively, producing responses that are either inaccurate or untimely [102]",[102] Challenges and Contributing Factors in the Utilization of Large Language  Models (LLMs)
