sentence,references
"Additionally, continuous execution of large language models (LLMs) remains challenging due to their high energy footprint and thermal implications, further impacting user satisfaction [20]",[20] MELTing point  Mobile Evaluation of Language Transformers
"The attention mechanism, which relies on pairwise token interactions, introduces quadratic memory complexity relative to sequence length, leading to substantial overhead [21]",[21] Efficiently Scaling Transformer Inference
Optimization techniques such as KV caching and memoization mitigate this burden by reusing precomputed key-value pairs [22],[22] STI  Turbocharge NLP Inference at the Edge via Elastic Pipelining
"Inefficient memory access patterns exacerbate performance issues, especially in embedded systems [23]",[23] Optimizing the Deployment of Tiny Transformers on Low-Power MCUs
"Specialized architectures designed for transformer inference, such as those employing chiplet-based heterogeneous integration, offer potential improvements in energy efficiency and scalability [24]",[24] A Heterogeneous Chiplet Architecture for Accelerating End-to-End  Transformer Models
Techniques like quantization enable reduced precision arithmetic operations that lower both memory and energy consumption [25],[25] LiteTransformerSearch  Training-free Neural Architecture Search for  Efficient Language Models
"Hybrid approaches combining local processing with cloud offloading address some limitations by distributing workloads strategically [26], allowing partial computations to occur locally for enhanced privacy and reduced network latency",[26] Shared Mobile-Cloud Inference for Collaborative Intelligence
Offloading specific portions of a workload to nearby edge servers improves system responsiveness compared to relying exclusively on distant clouds [27],[27] Edge AI  On-Demand Accelerating Deep Neural Network Inference via Edge  Computing
Determining what components should be processed locally versus remotely necessitates dynamic adaptation algorithms based on changing network conditions [28],[28] Delay-aware and Energy-Efficient Computation Offloading in Mobile Edge  Computing Using Deep Reinforcement Learning
"In **data centers**, scaling deployments of massive transformer models involves overcoming challenges related to parallelism and pipelining to maximize utilization rates across clusters of GPUs or TPUs [21]",[21] Efficiently Scaling Transformer Inference
Managing trade-offs between throughput and individual request latencies is essential to ensure timely delivery of responses amidst heavy traffic loads without overburdening infrastructure beyond sustainable limits [29],[29] Towards Greener LLMs  Bringing Energy-Efficiency to the Forefront of LLM  Inference
Post-training quantization (PTQ) refers to the process where an already trained model is quantized without requiring further retraining [30],[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"On specialized hardware accelerators such as FPGAs, leveraging quantization can lead to impressive performance gains [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
Studies illustrate that this method can effectively reduce the number of parameters without impairing performance [10],[10] Combiner  Full Attention Transformer with Sparse Computation Cost
Iterative pruning—gradually pruning over multiple steps interspersed with fine-tuning—has proven more effective than one-shot pruning [31],[31] Generating Long Sequences with Sparse Transformers
"This approach aligns closely with practical constraints like parallelization and vectorization, making it highly suitable for deployment on specialized hardware accelerators [32]",[32] Flowformer  Linearizing Transformers with Conservation Flows
"Experiments reveal that structural pruning achieves considerable reductions in FLOPs (floating-point operations per second), thereby accelerating inference [33]",[33] H-Transformer-1D  Fast One-Dimensional Hierarchical Attention for  Sequences
"For example, RL algorithms assess the trade-off between sparsity and validation accuracy at each pruning step, dynamically adjusting policies accordingly [34]",[34] Ring Attention with Blockwise Transformers for Near-Infinite Context
"Over-pruning risks damaging critical connections necessary for capturing long-range dependencies, potentially degrading performance [35]",[35] A Unified View of Long-Sequence Models towards Modeling Million-Scale  Dependencies
"In this approach, a smaller model, known as the ""student,"" is trained using guidance from a larger and more complex model, referred to as the ""teacher."" The primary aim is to transfer the knowledge encapsulated in the teacher model's learned patterns and insights to the student model, enabling the latter to achieve comparable accuracy with fewer parameters and lower computational demands [25]",[25] LiteTransformerSearch  Training-free Neural Architecture Search for  Efficient Language Models
"This process smooths the probability distribution over classes, offering richer gradient information during the student's training phase [20]",[20] MELTing point  Mobile Evaluation of Language Transformers
"Ensuring that the student learns analogous patterns of attentional focus as the teacher helps retain critical contextual relationships embedded in the data, which is especially beneficial for tasks requiring sequential decision-making or capturing long-range dependencies [36]",[36] DeViT  Decomposing Vision Transformers for Collaborative Inference in  Edge Devices
"This fosters a deeper mimicry capability, allowing for finer-grained adjustments within lower-dimensional spaces, which is advantageous for deployment in resource-constrained environments such as mobile devices [23]",[23] Optimizing the Deployment of Tiny Transformers on Low-Power MCUs
"Rather than focusing exclusively on preserving task-specific behaviors, researchers explore the extraction of universal principles encapsulated generically regardless of particular use cases envisioned beforehand [27]",[27] Edge AI  On-Demand Accelerating Deep Neural Network Inference via Edge  Computing
"Notably, TinyBERT achieves up to 4x speedup compared to BERT while maintaining comparable accuracy levels after undergoing rigorous distillation processes incorporating various aspects discussed earlier [23]",[23] Optimizing the Deployment of Tiny Transformers on Low-Power MCUs
"For example, locality-sensitive hashing (LSH) groups tokens based on their similarity in representation space, allowing interactions only within or near these groups [37]",[37] Quantized Variational Inference
"Block-sparse or strided attention patterns further limit each token's context window size, achieving near-linear scaling with respect to sequence length while maintaining high accuracy [38]",[38] LLM As DBA
"By approximating softmax normalization using kernel functions or other mathematical transformations, these methods eliminate the need for explicit pairwise dot-product computations [39]",[39] Post-Training Sparsity-Aware Quantization
"Positive orthogonal random features are one such approximation technique, which drastically reduces the computational overhead of large-scale attention matrices without sacrificing performance [40]",[40] Value-aware Quantization for Training and Inference of Neural Networks
"For instance, replacing traditional softmax normalization with more scalable alternatives, such as logit binning schemes, can effectively reduce floating-point operations while preserving sufficient expressiveness for downstream tasks [41]",[41] Partial Quantifier Elimination
"Low-rank factorizations of attention matrices also decompose them into smaller components for independent or sequential processing, enhancing efficiency [42]",[42] Magic for the Age of Quantized DNNs
"In NLP, carefully designed sparsity patterns maintain accuracy even under significant parameter reductions [43]",[43] Mitigating the Impact of Outlier Channels for Language Model  Quantization with Activation Regularization
"Similarly, Vision Transformers benefit from optimized attention layers when handling high-resolution images requiring long-range dependencies [44]",[44] Softmax Bias Correction for Quantized Generative Models
Specialized accelerators designed for structured sparsity enable efficient execution of sparse operations otherwise impractical on general-purpose devices [45],[45] Adaptive Precision Training for Resource Constrained Devices
Advanced memory management paired with segment-based policies facilitates seamless KV caching alongside optimized attention layers [46],[46] Post-training 4-bit quantization of convolution networks for  rapid-deployment
Potential areas include enhancing robustness against adversarial perturbations introduced via compression pipelines [47] or leveraging multi-task learning frameworks to exploit shared structures among related problems [48],[47] Learning to Quantize Deep Networks by Optimizing Quantization Intervals  with Task Loss;[48] Fixed-point Quantization of Convolutional Neural Networks for Quantized  Inference on Embedded Platforms
MobileBERT stands out as a significant advancement in lightweight transformer architecture design [49],[49] Alternate Model Growth and Pruning for Efficient Training of  Recommendation Systems
TinyBERT represents another successful example of lightweight architecture design achieved through knowledge distillation and targeted modifications [50],[50] Enhanced Sparsification via Stimulative Training
"Efforts in lightweight architecture design also extend to rethinking fundamental components within transformers, such as self-attention mechanisms, which traditionally impose quadratic computational burdens for long sequences [51]",[51] Exploiting Channel Similarity for Accelerating Deep Convolutional Neural  Networks
Innovations in activation functions and normalization strategies further contribute to crafting efficient neural network designs [52],[52] Rethinking the Value of Network Pruning
"As research progresses, exploring novel methods to enhance efficiency will remain critical, ensuring sophisticated AI capabilities are accessible across diverse industries and infrastructures [53]",[53] Transfer Learning for Structured Pruning under Limited Task Data
The primary goal of NAS is to discover optimal neural network architectures tailored for specific hardware platforms or tasks [54],[54] AutoDistil  Few-shot Task-agnostic Neural Architecture Search for  Distilling Large Language Models
"This approach drastically reduces the search space and computational cost, making it feasible to explore a vast array of configurations [54]",[54] AutoDistil  Few-shot Task-agnostic Neural Architecture Search for  Distilling Large Language Models
"As a result, gradient-based NAS is computationally more efficient compared to traditional evolutionary or reinforcement learning-based approaches [55]",[55] Born Again Neural Networks
"For instance, AutoDistil proposes a framework that incorporates inductive biases and heuristics to partition the Transformer search space into compact subspaces, thereby avoiding interference between subnetworks of different sizes [54]",[54] AutoDistil  Few-shot Task-agnostic Neural Architecture Search for  Distilling Large Language Models
"NAS methods can systematically explore architectural modifications, such as reducing the number of layers, altering hidden dimensions, or adjusting feed-forward network widths, to achieve the desired trade-offs between performance and efficiency [54]",[54] AutoDistil  Few-shot Task-agnostic Neural Architecture Search for  Distilling Large Language Models
"By systematically exploring the design space, researchers gain insights into the relative importance of various architectural components, such as multi-head attention mechanisms, positional encodings, and normalization layers [56]",[56] Residual Knowledge Distillation
"For example, combining NAS with KD enables the automatic identification of optimal student architectures that effectively capture the essential knowledge from larger teacher models [54]",[54] AutoDistil  Few-shot Task-agnostic Neural Architecture Search for  Distilling Large Language Models
"First, balancing exploration and exploitation during the search process remains an open problem, particularly in high-dimensional design spaces [57]",[57] Structural Knowledge Distillation  Tractably Distilling Information for  Structured Predictor
"Tensor Processing Units (TPUs), Field-Programmable Gate Arrays (FPGAs), and custom-designed chips are specifically engineered to optimize the efficiency of deep learning models, including transformers [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"This advantage arises from TPUs' emphasis on matrix multiplications and vectorized operations, which are fundamental to transformer computations [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"Unlike fixed-function accelerators like TPUs, FPGAs enable users to configure specific hardware logic circuits that cater to the distinct requirements of transformer architectures [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"Innovations such as process-in-memory architectures, which minimize off-chip data movement by executing compute-intensive tasks within memory units, highlight the potential of custom chips to deliver superior energy efficiency and performance [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
Techniques such as exploiting sparsity in attention matrices or employing approximate arithmetic methods align closely with the strengths of particular hardware platforms [58],[58] Multi Resolution Analysis (MRA) for Approximate Self-Attention
"Given the quadratic complexity of transformers concerning sequence length, optimized accelerators mitigate memory challenges through strategies like key-value caching and segment-based policies, thereby reducing redundant calculations and enhancing memory access patterns [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"By addressing latency and energy consumption issues through innovative designs and seamless integration with algorithmic optimizations, TPUs, FPGAs, and custom-designed chips continue to expand the boundaries of deploying state-of-the-art transformer models across diverse domains [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"Transformer models, despite their exceptional performance across various tasks, often face significant memory overhead during inference due to the quadratic complexity of attention mechanisms with respect to sequence length [10]",[10] Combiner  Full Attention Transformer with Sparse Computation Cost
"By storing these intermediates from prior decoding steps, KV caching eliminates unnecessary recalculations, significantly conserving memory and computational resources [31]",[31] Generating Long Sequences with Sparse Transformers
"This strategy further optimizes both memory and computation, particularly beneficial for handling long-range dependencies in natural language understanding tasks [33]",[33] H-Transformer-1D  Fast One-Dimensional Hierarchical Attention for  Sequences
These methods employ hierarchical structures that process short-range interactions at lower levels and capture global dependencies at higher levels [34],[34] Ring Attention with Blockwise Transformers for Near-Infinite Context
"For example, kernelized attention approximates softmax functions using kernel density estimation, avoiding the explicit construction of large matrices and thus reducing memory demands [15]",[15] KDEformer  Accelerating Transformers via Kernel Density Estimation
"Similarly, adaptive multi-resolution attention designs focus resources where they are most relevant, allowing varying granularities depending on query importance [59]",[59] Adaptive Multi-Resolution Attention with Linear Complexity
"Ripple attention, designed for visual perception tasks, leverages two-dimensional spatial locality constraints through dynamic programming algorithms [60]",[60] Ripple Attention for Visual Perception with Sub-quadratic Complexity
"Clustered attention groups similar queries together before performing attention operations, reducing the number of distinct entries needing storage and leading to substantial memory savings [61]",[61] Fast Transformers with Clustered Attention
"Predictive modeling of attention sparsity patterns enables pre-selection of relevant elements, eliminating unnecessary entries altogether [13]",[13] Predicting Attention Sparsity in Transformers
"These techniques dynamically generate optimized code at runtime based on the specific characteristics of the target hardware, ensuring that models achieve maximal performance irrespective of underlying platform constraints [62]",[62] TensorFlow Lite Micro  Embedded Machine Learning on TinyML Systems
"They consider factors such as cache hierarchies, memory bandwidth, and parallel processing capabilities to produce highly efficient implementations [63]",[63] On-Device Neural Net Inference with Mobile GPUs
"Here, JIT compilation frameworks automate the creation of optimized code tailored for specialized hardware accelerators such as TPUs and FPGAs, thus minimizing development effort while enhancing performance [64]",[64] Accelerating Framework of Transformer by Hardware Design and Model  Compression Co-Optimization
Edge servers equipped with GPUs can utilize concurrent batch processing facilitated by JIT compilation to boost throughput through task aggregation [65],[65] Multi-user Co-inference with Batch Processing Capable Edge Server
"Similarly, IoT devices operating within secure enclaves benefit from JIT's memory-efficient mechanisms, balancing privacy preservation and inference speed under limited resources [66]",[66] Memory-Efficient and Secure DNN Inference on TrustZone-enabled Consumer  IoT Devices
"By strategically partitioning computation tasks, it reduces overall latency and energy costs while strengthening privacy protection [26]",[26] Shared Mobile-Cloud Inference for Collaborative Intelligence
"Hierarchical deep learning inference architectures, designed to address tinyML limitations at the network edge, rely heavily on JIT compilation for smooth transitions between local and upstream processors, conserving bandwidth and saving energy [67]",[67] The Case for Hierarchical Deep Learning Inference at the Network Edge
"Moreover, multi-dimensional partitioning coupled with JIT compilation supports elastic pipeline planning, selectively tuning parameter shards to balance accuracy and resource elasticity [22]",[22] STI  Turbocharge NLP Inference at the Edge via Elastic Pipelining
"Through careful exploration of trade-offs involving batching sizes, quantization levels, and threading strategies, providers achieve optimal settings that balance latency, throughput, and energy consumption [29]",[29] Towards Greener LLMs  Bringing Energy-Efficiency to the Forefront of LLM  Inference
Speculative sampling employs probabilistic methods to estimate likely outcomes by partially computing intermediate steps [68],[68] LLM-QAT  Data-Free Quantization Aware Training for Large Language Models
Token-level scheduling complements speculative sampling by dynamically managing resource allocation at finer granularities [39],[39] Post-Training Sparsity-Aware Quantization
Parallelization strategies further bolster runtime optimizations by exploiting both data and model parallelism [69],[69] Adaptive Precision Training (AdaPT)  A dynamic fixed point quantized  training approach for DNNs
"Adaptive channel reassembly techniques redistribute activation magnitudes across channels, mitigating issues arising from outliers during low-bitwidth quantization [70]",[70] QLLM  Accurate and Efficient Low-Bitwidth Quantization for Large  Language Models
"Mixed-precision quantization schemes assign varying levels of numerical precision to tensors based on sensitivity analysis [71], allowing higher precisions only where necessary and conserving resources elsewhere",[71] Mixed Precision Post Training Quantization of Neural Networks with  Sensitivity Guided Search
"Post-training quantization, while appealingly simple, struggles to achieve comparable accuracies below 8 bits except under tightly controlled conditions [39]",[39] Post-Training Sparsity-Aware Quantization
"Data parallelism achieves this by dividing input batches into smaller subsets, distributing them across different processing units [72]",[72] Performance optimizations on deep noise suppression models
This method proves especially advantageous for extremely large models where fitting all parameters onto a single device is impractical [73],[73] Block Pruning For Faster Transformers
"Treating Transformer layers as stages in a pipeline allows overlapping between forward passes of consecutive layers, minimizing idle times for compute resources [74]",[74] Stochastic Subnetwork Annealing  A Regularization Technique for Fine  Tuning Pruned Subnetworks
"Research has shown that structured patterns emerging after iterative magnitude pruning can be utilized to induce better-organized structures conducive to parallel execution [75], underscoring the importance of aligning architectural modifications with hardware capabilities",[75] Structured Pattern Pruning Using Regularization
"For instance, integrating block pruning with parallelization yielded models 2.4x faster and 74% smaller than unpruned counterparts without sacrificing accuracy [73]",[73] Block Pruning For Faster Transformers
"Similarly, stochastic subnetwork annealing combined with parallel training schedules facilitated smoother convergence paths, resulting in higher-quality pruned networks at greater levels of sparsity [74]",[74] Stochastic Subnetwork Annealing  A Regularization Technique for Fine  Tuning Pruned Subnetworks
"By performing compute-intensive operations directly within memory units, PIM minimizes off-chip data movement, reducing the energy consumption associated with transferring data between the CPU/GPU and external memory [76]","[76] Extreme compression of sentence-transformer ranker models  faster  inference, longer battery life, and less storage on edge devices"
"For instance, the self-attention mechanism, known for its quadratic complexity with respect to sequence length, can achieve substantial gains through reduced data movement [77]",[77] Understanding and Improving Knowledge Distillation for  Quantization-Aware Training of Large Transformer Encoders
"PIM architectures also efficiently support mixed-precision arithmetic, which reduces the precision of weights and activations to compress transformer models while maintaining acceptable accuracy levels [77]",[77] Understanding and Improving Knowledge Distillation for  Quantization-Aware Training of Large Transformer Encoders
"For instance, ""Transformer Acceleration with Dynamic Sparse Attention"" demonstrates how dynamic sparse attention mechanisms exploit inherent sparsity within transformer layers [78]",[78] Transformer Acceleration with Dynamic Sparse Attention
"In ""AttMEMO: Accelerating Transformers with Memoization on Big Memory Systems,"" memoization is utilized to speed up self-attention by identifying and reusing semantically similar computations across different input sequences [79]",[79] AttMEMO   Accelerating Transformers with Memoization on Big Memory  Systems
"As detailed in ""SALO: An Efficient Spatial Accelerator Enabling Hybrid Sparse Attention Mechanisms for Long Sequences,"" PIM reduces off-chip data movement by executing compute-intensive operations directly within memory units [19]",[19] SALO  An Efficient Spatial Accelerator Enabling Hybrid Sparse Attention  Mechanisms for Long Sequences
"Modifications to attention mechanisms illustrate the potential of co-optimization. ""QuadTree Attention for Vision Transformers"" proposes quadtree attention, employing a coarse-to-fine strategy to select top-K patches based on attention scores [80]",[80] QuadTree Attention for Vision Transformers
"Similarly, ""Ripple Attention for Visual Perception with Sub-quadratic Complexity"" introduces ripple attention, designed specifically for vision tasks [60]",[60] Ripple Attention for Visual Perception with Sub-quadratic Complexity
"Efficient floating-point representations are integral to co-optimization efforts. ""Softmax Acceleration with Adaptive Numeric Format for both Training and Inference"" presents Hyft, a Softmax accelerator capable of dynamically adapting intermediate numeric formats to optimize nonlinear arithmetic operations [18]",[18] Softmax Acceleration with Adaptive Numeric Format for both Training and  Inference
"Monte Carlo approximations offer another means of boosting efficiency through co-optimization. ""Fast Monte-Carlo Approximation of the Attention Mechanism"" explores randomized approximation methods that allow flexible trade-offs between precision and computational cost [81]",[81] Fast Monte-Carlo Approximation of the Attention Mechanism
"KV caching optimization remains central to co-optimization for autoregressive transformer inference. ""ALISA: Accelerating Large Language Model Inference via Sparsity-Aware KV Caching"" outlines ALISA, a novel solution that reduces the memory footprint of KV caching using Sparse Window Attention (SWA) algorithms [82]",[82] ALISA  Accelerating Large Language Model Inference via Sparsity-Aware KV  Caching
"Quantization involves reducing the precision of weights and activations within a model, minimizing memory usage and computational costs [30]",[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"For example, in machine translation tasks, quantization has shown promise in reducing latency while maintaining BLEU scores [83]",[83] Fixed Encoder Self-Attention Patterns in Transformer-Based Machine  Translation
"Pruning aims to remove redundant or less important parameters in transformer models, decreasing their size and computational requirements [84]",[84] SparseBERT  Rethinking the Importance Analysis in Self-attention
"SparseBERT demonstrated that removing diagonal elements in attention matrices could achieve sparsity without sacrificing performance, providing an effective pruning strategy [84]",[84] SparseBERT  Rethinking the Importance Analysis in Self-attention
Knowledge distillation compresses large teacher models into smaller student models by transferring learned representations through soft labels and intermediate outputs [30],[30] A Cost-Efficient FPGA Implementation of Tiny Transformer Model using  Neural ODE
"Quantization reduces the bit-width of model parameters, leading to faster inference times [7]",[7] DAE-Former  Dual Attention-guided Efficient Transformer for Medical  Image Segmentation
"Quantization decreases energy consumption associated with floating-point operations, critical for mobile applications requiring real-time translations [85]",[85] PartialFormer  Modeling Part Instead of Whole
"Quantization accelerates autoregressive decoding steps, improving responsiveness for interactive applications like chatbots [86]",[86] Improved Transformer for High-Resolution GANs
Doubly-normalized attention schemes address issues related to 'explaining away' effects observed in traditional transformers [1],[1] Attention that does not Explain Away
Augmenting self-attention mechanisms with persistent memory vectors offers alternative pathways for capturing long-range dependencies efficiently [2],[2] Augmenting Self-attention with Persistent Memory
Cross-architecture transfer learning presents another avenue for optimizing transformers in NLP settings [87],[87] Cross-Architecture Transfer Learning for Linear-Cost Inference  Transformers
"The Combiner method, for example, introduces structured factorization of self-attention, reducing computation and memory usage while preserving full attention capability [10]",[10] Combiner  Full Attention Transformer with Sparse Computation Cost
"Ripple Attention utilizes kernel-based efficient mechanisms combined with dynamic programming to weight token contributions based on spatial distances, achieving tailored sub-quadratic complexity for visual perception tasks [60]",[60] Ripple Attention for Visual Perception with Sub-quadratic Complexity
"Hyft exemplifies this by adaptively converting intermediate results into appropriate numeric formats during training and inference, significantly reducing hardware resource utilization and latency [18]",[18] Softmax Acceleration with Adaptive Numeric Format for both Training and  Inference
"SALO, a spatial accelerator, supports hybrid sparse attention mechanisms for long sequences, offering significant speedups over traditional GPU and CPU implementations [19]",[19] SALO  An Efficient Spatial Accelerator Enabling Hybrid Sparse Attention  Mechanisms for Long Sequences
"Just-in-time compilation frameworks optimize transformer kernels at runtime across diverse hardware platforms, providing substantial speedups on CPUs, GPUs, and edge devices [78]",[78] Transformer Acceleration with Dynamic Sparse Attention
"Innovative approaches like Random Feature Attention offer linear time and space alternatives to softmax attention, enabling faster decoding speeds and lower memory footprints, which are advantageous for real-time applications [88]",[88] Random Feature Attention
"Kernel Density Estimation (KDE) has also been explored to accelerate transformers via provable spectral norm bounds, achieving superior generative scores and classification accuracies with minimal performance loss [15]",[15] KDEformer  Accelerating Transformers via Kernel Density Estimation
"The flexibility of the self-attention mechanism allows transformers to capture long-range dependencies effectively, making them well-suited for handling sequential data like audio signals [21]",[21] Efficiently Scaling Transformer Inference
Techniques such as knowledge distillation and iterative refinement have been proposed to mitigate this issue [36],[36] DeViT  Decomposing Vision Transformers for Collaborative Inference in  Edge Devices
Pre-training large models on extensive datasets followed by fine-tuning on domain-specific data has proven effective in achieving high accuracy while reducing the need for extensive labeled data [25],[25] LiteTransformerSearch  Training-free Neural Architecture Search for  Efficient Language Models
"Quantization techniques reduce precision requirements for weights and activations, leading to smaller memory footprints and faster computations [20]",[20] MELTing point  Mobile Evaluation of Language Transformers
Pruned models maintain comparable performance levels while requiring fewer computational resources [79],[79] AttMEMO   Accelerating Transformers with Memoization on Big Memory  Systems
"Compact versions of transformer models, such as TinyBERT or MobileBERT, incorporate architectural adjustments that prioritize efficiency without compromising effectiveness [23]",[23] Optimizing the Deployment of Tiny Transformers on Low-Power MCUs
"Distributed training splits the workload across multiple GPUs or TPUs, allowing larger batch sizes and accelerating convergence [27]",[27] Edge AI  On-Demand Accelerating Deep Neural Network Inference via Edge  Computing
"In one study, researchers applied quantization and pruning to a transformer-based speech recognizer, achieving a 4x reduction in model size with less than 1% degradation in word error rate [89]",[89] Easy and Efficient Transformer   Scalable Inference Solution For large  NLP model
"Another experiment focused on adapting a pre-trained transformer model for keyword spotting using transfer learning, resulting in superior accuracy compared to conventional CNN architectures while operating under tight latency constraints [66]",[66] Memory-Efficient and Secure DNN Inference on TrustZone-enabled Consumer  IoT Devices
"For instance, integrating non-autoregressive generation with quantized parameters not only decreases latency but also improves energy efficiency during inference [90]",[90] Confidant  Customizing Transformer-based LLMs via Collaborative Edge  Training
"Similarly, employing hierarchical inference mechanisms where initial decisions are made locally before offloading complex cases to higher-capability systems demonstrates potential benefits in terms of both cost savings and responsiveness [67]",[67] The Case for Hierarchical Deep Learning Inference at the Network Edge
"To address this, researchers have proposed modifications to the attention mechanism, such as sparse attention and linearized attention, which significantly reduce computational overhead without compromising accuracy [37]",[37] Quantized Variational Inference
"For example, ""Improving Post Training Neural Quantization"" introduces layer-wise calibration strategies that help optimize the dynamic ranges of activations across long sequences, improving quantization performance [91]",[91] Improving Post Training Neural Quantization  Layer-wise Calibration and  Integer Programming
This reduces the parameter count while preserving the model's capacity to adapt to new tasks [92],[92] LQF  Linear Quadratic Fine-Tuning
"For instance, the paper ""LLM-QAT"" demonstrates how data-free quantization-aware training can preserve the output distribution of generative models, enabling the use of pre-trained language models for time series prediction at low bit precisions [38]",[38] LLM As DBA
This ensures that the critical features of the time series are preserved during quantization [93],[93] Distance-aware Quantization
"The paper ""Post-Training Sparsity-Aware Quantization"" presents SPARQ, a sparsity-aware quantization method that exploits unstructured activation sparsity to minimize accuracy degradation at 4-bit precision [39]",[39] Post-Training Sparsity-Aware Quantization
"Furthermore, ""PD-Quant"" introduces a prediction difference metric for determining optimal quantization parameters, ensuring that the global information of the network is considered rather than just local features [41]",[41] Partial Quantifier Elimination
"The study ""Mixed Precision Post Training Quantization of Neural Networks with Sensitivity Guided Search"" evaluates multiple sensitivity metrics to guide configuration searches for computer vision and natural language processing tasks, achieving significant reductions in latency while maintaining acceptable accuracy levels [71]",[71] Mixed Precision Post Training Quantization of Neural Networks with  Sensitivity Guided Search
"For example, ""Post-Training Quantization with Low-precision Minifloats and Integers on FPGAs"" explores reduced-precision floating-point formats for model compression, demonstrating their applicability to FPGA-based systems [94]",[94] Post-Training Quantization with Low-precision Minifloats and Integers on  FPGAs
"For example, ""A2Q+"" improves accumulator-aware quantization by refining weight initialization strategies and introducing more flexible bounds, leading to superior trade-offs between accumulator bit width and model accuracy [95]",[95] A2Q+  Improving Accumulator-Aware Weight Quantization
This technique has been successfully applied to VQA tasks where the model must process both textual and visual information [96],[96] Neural Language Model Pruning for Automatic Speech Recognition
This method allows the base model to retain its general capabilities while adapting to new domains or modalities [97],[97] Pruning's Effect on Generalization Through the Lens of Training and  Regularization
